Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean,Domain,Parsed_Name,Sector,Description
Conservative Balanced,Cash,JPMorgan Chase Bank NA,India Rupee,,77951.0,0.0,,,AustralianSuper,0.0007662146288195,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Israel Shekel,,560.0,0.0,,,AustralianSuper,5.504486050710592e-06,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Japan Yen,,3041729.0,0.05,,,AustralianSuper,0.029898490804539,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Korea (South) Won,,146857.0,0.0,,,AustralianSuper,0.0014435219784807,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Mexico Peso,,22777.0,0.0,,,AustralianSuper,0.0002238851406732,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,New Zealand Dollar,,403300.0,0.01,,,AustralianSuper,0.0039642129004492,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Norway Krone,,102986.0,0.0,,,AustralianSuper,0.0010122946436044,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Pakistan Rupee,,18.0,0.0,,,AustralianSuper,1.7692990877284045e-07,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Philippines Peso,,881.0,0.0,,,AustralianSuper,8.659736090492914e-06,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Poland Zloty,,9608.0,0.0,,,AustralianSuper,9.444125352719173e-05,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Qatar Riyal,,71.0,0.0,,,AustralianSuper,6.978901957150929e-07,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Russia Ruble,,71365.0,0.0,,,AustralianSuper,0.0007014779410874,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Singapore Dollar,,80593.0,0.0,,,AustralianSuper,0.0007921840076516,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,South Africa Rand,,2316.0,0.0,,,AustralianSuper,2.2764981595438803e-05,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Sweden Krona,,132415.0,0.0,,,AustralianSuper,0.0013015652150086,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Switzerland Franc,,1152815.0,0.02,,,AustralianSuper,0.0113315251545534,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Taiwan New Dollar,,62345.0,0.0,,,AustralianSuper,0.0006128163979134,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,Turkey Lira,,150.0,0.0,,,AustralianSuper,1.4744159064403372e-06,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,United Kingdom Pound,,2894399.0,0.04,,,AustralianSuper,0.0284503195012333,,,,
Conservative Balanced,Cash,JPMorgan Chase Bank NA,United States Dollar,,10764098.0,-0.17,,,AustralianSuper,0.1058050487312174,,,,
Conservative Balanced,Cash,Kommunalbanken AS,Euro Member Countries,,219876.0,0.0,,,AustralianSuper,0.0021612578122965,,,,
Conservative Balanced,Cash,Korea Development Bank/London,United States Dollar,,266931.0,0.0,,,AustralianSuper,0.0026237820821468,,,,
Conservative Balanced,Cash,Morgan Stanley & Co International PLC,Australia Dollar,,534504.0,0.01,,,AustralianSuper,0.0052538746643732,,,,
Conservative Balanced,Cash,MUFG Bank Ltd/London,Euro Member Countries,,967689.0,0.01,,,AustralianSuper,0.0095118403605822,,,,
Conservative Balanced,Cash,MUFG Bank Ltd/London,United Kingdom Pound,,199401.0,0.0,,,AustralianSuper,0.0019600000410673,,,,
Conservative Balanced,Cash,MUFG Bank Ltd/London,United States Dollar,,398025.0,0.01,,,AustralianSuper,0.0039123626077394,,,,
Conservative Balanced,Cash,National Australia Bank Ltd,Australia Dollar,,32598043.0,0.5,,,AustralianSuper,0.3204204874535072,,,,
Conservative Balanced,Cash,National Australia Bank Ltd,United Kingdom Pound,,199401.0,0.0,,,AustralianSuper,0.0019600000410673,,,,
Conservative Balanced,Cash,National Australia Bank Ltd,United States Dollar,,2675057.0,0.04,,,AustralianSuper,0.0262943106095637,,,,
Conservative Balanced,Cash,Rabobank Australia Ltd,Australia Dollar,,2066371.0,0.03,,,AustralianSuper,0.0203112684733801,,,,
Conservative Balanced,Cash,Royal Bank of Canada,Australia Dollar,,1605951.0,0.02,,,AustralianSuper,0.0157855979957584,,,,
Conservative Balanced,Cash,Royal Bank of Canada,United Kingdom Pound,,239281.0,0.0,,,AustralianSuper,0.002351998083393,,,,
Conservative Balanced,Cash,Royal Bank of Canada,United States Dollar,,2942562.0,0.05,,,AustralianSuper,0.0289237347899126,,,,
Conservative Balanced,Cash,Royal Bank of Canada/London,Canada Dollar,,2182955.0,0.03,,,AustralianSuper,0.0214572238336231,,,,
Conservative Balanced,Cash,Royal Bank of Canada/Sydney,Australia Dollar,,13112112.0,0.2,,,AustralianSuper,0.1288847099988481,,,,
Conservative Balanced,Cash,Societe Generale SA,Australia Dollar,,1266517.0,0.02,,,AustralianSuper,0.0124491520705139,,,,
Conservative Balanced,Cash,Standard Chartered Bank,Australia Dollar,,138641.0,0.0,,,AustralianSuper,0.0013627633045652,,,,
Conservative Balanced,Cash,State Street Bank and Trust Co,Australia Dollar,,1101032.0,-0.02,,,AustralianSuper,0.0108225272953321,,,,
Conservative Balanced,Cash,Sumitomo Mitsui Banking Corp,United States Dollar,,399858.0,0.01,,,AustralianSuper,0.0039303799701161,,,,
Conservative Balanced,Cash,Sumitomo Mitsui Banking Corp/Sydney,Australia Dollar,,502747.0,0.01,,,AustralianSuper,0.004941721158101,,,,
Conservative Balanced,Cash,UBS AG,Australia Dollar,,185216.0,0.0,,,AustralianSuper,0.001820569443515,,,,
Conservative Balanced,Cash,Westpac Banking Corp,Australia Dollar,,8096026.0,0.12,,,AustralianSuper,0.0795793967556969,,,,
Conservative Balanced,Fixed Income,ACM Auto Trust 2024-1,,,531956.0,0.01,,,AustralianSuper,0.0052288292528425,,,,
Conservative Balanced,Fixed Income,Asimi Funding 2024-1 PLC,,,154836.0,0.0,,,AustralianSuper,0.0015219510752639,,,,
Conservative Balanced,Fixed Income,Bridge 2024-SFR1 Trust,,,151033.0,0.0,,,AustralianSuper,0.001484569717316,,,,
Conservative Balanced,Fixed Income,Firstmac Asset Funding Trust No. 1 Series Auto No. 2,,,108488.0,0.0,,,AustralianSuper,0.0010663762190526,,,,
Conservative Balanced,Fixed Income,Flexicommercial Abs Trust 2023-1,,,161768.0,0.0,,,AustralianSuper,0.0015900887490202,,,,
Conservative Balanced,Fixed Income,FP Turbo Series 2023-1 Trust,,,432876.0,0.01,,,AustralianSuper,0.0042549283994417,,,,
Conservative Balanced,Fixed Income,Handy ABS 2024-1 Trust,,,105908.0,0.0,,,AustralianSuper,0.0010410162654618,,,,
Conservative Balanced,Fixed Income,Horizon Aircraft Finance IV Ltd,,,421509.0,0.01,,,AustralianSuper,0.0041431971620517,,,,
Conservative Balanced,Fixed Income,Judo Capital Markets Trust 2023-1,,,857070.0,0.01,,,AustralianSuper,0.0084245176062187,,,,
Conservative Balanced,Fixed Income,Metro Finance 2023-2 Trust,,,644308.0,0.01,,,AustralianSuper,0.006333186425645,,,,
Conservative Balanced,Fixed Income,Navigator 2024-1 Aviation Ltd,,,279740.0,0.0,,,AustralianSuper,0.0027496873711174,,,,
Conservative Balanced,Fixed Income,Pagaya AI Technology in Housing Trust 2023-1,,,26192.0,0.0,,,AustralianSuper,0.0002574526761432,,,,
Conservative Balanced,Fixed Income,Panorama Auto Trust 2023-3,,,435646.0,0.01,,,AustralianSuper,0.004282155946514,,,,
Conservative Balanced,Fixed Income,Panorama Auto Trust 2024-1,,,405753.0,0.01,,,AustralianSuper,0.0039883245152392,,,,
Conservative Balanced,Fixed Income,Perpetual Corporate Trust Ltd,,,292774.0,0.0,,,AustralianSuper,0.0028778042839477,,,,
Conservative Balanced,Fixed Income,Prodigy Finance CM2021-1 DAC,,,33439.0,0.0,,,AustralianSuper,0.000328686623303,,,,
Conservative Balanced,Fixed Income,ReadyCap Lending Small Business Loan Trust 2023-3,,,225527.0,0.0,,,AustralianSuper,0.0022168039742117,,,,
Conservative Balanced,Fixed Income,SLM Student Loan Trust 2004-10,,,548640.0,0.01,,,AustralianSuper,0.0053928236193961,,,,
Conservative Balanced,Fixed Income,Small Business Origination Loan Trust 2024-1 DAC,,,199718.0,0.0,,,AustralianSuper,0.0019631159733496,,,,
Conservative Balanced,Fixed Income,STAR 2022-SFR3 Trust,,,234029.0,0.0,,,AustralianSuper,0.0023003738677888,,,,
Conservative Balanced,Fixed Income,STAR 2024-SFR4 Trust,,,619443.0,0.01,,,AustralianSuper,0.0060887774155541,,,,
Conservative Balanced,Fixed Income,Taurus 2023-1 Trust,,,464585.0,0.01,,,AustralianSuper,0.0045666100926238,,,,
Conservative Balanced,Fixed Income,Taurus 2024-1PP Trust,,,639593.0,0.01,,,AustralianSuper,0.0062868406189859,,,,
Conservative Balanced,Fixed Income,Towd Point Mortgage Trust 2019-MH1,,,184231.0,0.0,,,AustralianSuper,0.0018108874457293,,,,
Conservative Balanced,Fixed Income,Trustee For Angle Asset Finance - Radian Trust 2023-3/The,,,215048.0,0.0,,,AustralianSuper,0.0021138012789878,,,,
Conservative Balanced,Fixed Income,United Airlines 2020-1 Class A Pass Through Trust,,,165041.0,0.0,,,AustralianSuper,0.0016222605040987,,,,
Conservative Balanced,Fixed Income,Vantage Data Centers Jersey Borrower Spv Ltd,,,402768.0,0.01,,,AustralianSuper,0.003958983638701,,,,
Conservative Balanced,Fixed Income,VINE 2023-SFR1 Trust,,,649874.0,0.01,,,AustralianSuper,0.0063878970852133,,,,
Conservative Balanced,Fixed Income,Wisr Freedom Trust Series 2023-1,,,996324.0,0.02,,,AustralianSuper,0.0097933063571217,,,,
Conservative Balanced,Fixed Income,Zip Master Trust Series 2024-2,,,272934.0,0.0,,,AustralianSuper,0.0026827882067225,,,,
Conservative Balanced,Fixed Income,ABB Finance BV,,,42040.0,0.0,,,AustralianSuper,0.0004132296313783,,,,
Conservative Balanced,Fixed Income,Abbott Ireland Financing DAC,,,85250.0,0.0,,,AustralianSuper,0.0008379597068269,,,,
Conservative Balanced,Fixed Income,Abbott Laboratories,,,164750.0,0.0,,,AustralianSuper,0.0016194001372403,,,,
Conservative Balanced,Fixed Income,AbbVie Inc,,,615740.0,0.01,,,AustralianSuper,0.0060523790015438,,,,
Conservative Balanced,Fixed Income,Abertis Infraestructuras SA,,,80717.0,0.0,,,AustralianSuper,0.0007934028581342,,,,
Conservative Balanced,Fixed Income,ABN AMRO Bank NV,,,258203.0,0.0,,,AustralianSuper,0.0025379907352707,,,,
Conservative Balanced,Fixed Income,Accor Sa,,,35405.0,0.0,,,AustralianSuper,0.0003480113011168,,,,
Conservative Balanced,Fixed Income,Achmea BV,,,47632.0,0.0,,,AustralianSuper,0.0004681958563704,,,,
Conservative Balanced,Fixed Income,Adecco International Financial Services BV,,,30160.0,0.0,,,AustralianSuper,0.0002964558915882,,,,
Conservative Balanced,Fixed Income,Adidas Ag,,,36881.0,0.0,,,AustralianSuper,0.0003625195536361,,,,
Conservative Balanced,Fixed Income,AEP Texas Inc,,,116502.0,0.0,,,AustralianSuper,0.001145149346214,,,,
Conservative Balanced,Fixed Income,AEP Transmission Co LLC,,,113534.0,0.0,,,AustralianSuper,0.0011159755701453,,,,
Conservative Balanced,Fixed Income,AerCap Ireland Capital DAC / AerCap Global Aviation Trust,,,440372.0,0.01,,,AustralianSuper,0.0043286098770062,,,,
Conservative Balanced,Fixed Income,Aib Group Plc,,,36395.0,0.0,,,AustralianSuper,0.0003577424460993,,,,
Conservative Balanced,Fixed Income,Air Lease Corp,,,250324.0,0.0,,,AustralianSuper,0.0024605445824251,,,,
Conservative Balanced,Fixed Income,Air Liquide Finance SA,,,50079.0,0.0,,,AustralianSuper,0.0004922484945241,,,,
Conservative Balanced,Fixed Income,Air Products And Chemicals Inc,,,91562.0,0.0,,,AustralianSuper,0.0009000031281699,,,,
Conservative Balanced,Fixed Income,Airbus Se,,,81426.0,0.0,,,AustralianSuper,0.000800371930652,,,,
Conservative Balanced,Fixed Income,Akzo Nobel NV,,,33951.0,0.0,,,AustralianSuper,0.0003337192962637,,,,
Conservative Balanced,Fixed Income,Alectra Inc,,,8289.0,0.0,,,AustralianSuper,8.147622298989302e-05,,,,
Conservative Balanced,Fixed Income,Alexandria Real Estate Equities Inc,,,101856.0,0.0,,,AustralianSuper,0.0010011873771092,,,,
Conservative Balanced,Fixed Income,Alimentation Couche-Tard Inc,,,50388.0,0.0,,,AustralianSuper,0.0004952857912914,,,,
Conservative Balanced,Fixed Income,Allianz Finance II BV,,,57734.0,0.0,,,AustralianSuper,0.0005674928529495,,,,
Conservative Balanced,Fixed Income,Allianz Se,,,31965.0,0.0,,,AustralianSuper,0.0003141980296624,,,,
Conservative Balanced,Fixed Income,Ally Financial Inc,,,55097.0,0.0,,,AustralianSuper,0.0005415726213142,,,,
Conservative Balanced,Fixed Income,Alstom SA,,,56636.0,0.0,,,AustralianSuper,0.0005567001285143,,,,
Conservative Balanced,Fixed Income,Altagas Ltd,,,46339.0,0.0,,,AustralianSuper,0.0004554863912569,,,,
Conservative Balanced,Fixed Income,AltaLink LP,,,30340.0,0.0,,,AustralianSuper,0.0002982251906759,,,,
Conservative Balanced,Fixed Income,Amadeus It Group Sa,,,37079.0,0.0,,,AustralianSuper,0.0003644657826326,,,,
Conservative Balanced,Fixed Income,AMAL Trustees Pty Ltd,,,404944.0,0.01,,,AustralianSuper,0.0039803724987838,,,,
Conservative Balanced,Fixed Income,Amazon.Com Inc,,,531054.0,0.01,,,AustralianSuper,0.0052199630985251,,,,
Conservative Balanced,Fixed Income,Amcor Flexibles North America Inc,,,151285.0,0.0,,,AustralianSuper,0.0014870467360388,,,,
Conservative Balanced,Fixed Income,American Express Co,,,478468.0,0.01,,,AustralianSuper,0.0047030721994846,,,,
Conservative Balanced,Fixed Income,American Homes 4 Rent LP,,,137513.0,0.0,,,AustralianSuper,0.0013516756969488,,,,
Conservative Balanced,Fixed Income,American Honda Finance Corp,,,356059.0,0.01,,,AustralianSuper,0.0034998603548749,,,,
Conservative Balanced,Fixed Income,American Medical Systems Europe BV,,,58589.0,0.0,,,AustralianSuper,0.0005758970236162,,,,
Conservative Balanced,Fixed Income,American Tower Corp,,,412601.0,0.01,,,AustralianSuper,0.0040556365160879,,,,
Conservative Balanced,Fixed Income,Amgen Inc,,,758053.0,0.01,,,AustralianSuper,0.0074512360074987,,,,
Conservative Balanced,Fixed Income,AMP Bank Ltd,,,265204.0,0.0,,,AustralianSuper,0.002606806640344,,,,
Conservative Balanced,Fixed Income,Ampol Ltd,,,3249374.0,0.05,,,AustralianSuper,0.0319395247438244,,,,
Conservative Balanced,Fixed Income,Amprion GmbH,,,88765.0,0.0,,,AustralianSuper,0.0008725101862345,,,,
Conservative Balanced,Fixed Income,Amvest RCF Custodian BV,,,61433.0,0.0,,,AustralianSuper,0.0006038519492023,,,,
Conservative Balanced,Fixed Income,Anglian Water Osprey Financing PLC,,,72094.0,0.0,,,AustralianSuper,0.0007086436023927,,,,
Conservative Balanced,Fixed Income,Anglian Water Services Financing PLC,,,44380.0,0.0,,,AustralianSuper,0.0004362305195188,,,,
Conservative Balanced,Fixed Income,Anglo American Capital PLC,,,168466.0,0.0,,,AustralianSuper,0.0016559263339625,,,,
Conservative Balanced,Fixed Income,Anheuser-Busch Cos LLC / Anheuser-Busch InBev Worldwide Inc,,,490148.0,0.01,,,AustralianSuper,0.0048178800513994,,,,
Conservative Balanced,Fixed Income,Anheuser-Busch InBev SA/NV,,,247089.0,0.0,,,AustralianSuper,0.0024287463460429,,,,
Conservative Balanced,Fixed Income,Annington Funding PLC,,,25108.0,0.0,,,AustralianSuper,0.0002467975638593,,,,
Conservative Balanced,Fixed Income,Antero Resources Corp,,,115123.0,0.0,,,AustralianSuper,0.0011315945493142,,,,
Conservative Balanced,Fixed Income,Aon North America Inc,,,238660.0,0.0,,,AustralianSuper,0.0023458940015403,,,,
Conservative Balanced,Fixed Income,AP Moller - Maersk A/S,,,36445.0,0.0,,,AustralianSuper,0.0003582339180681,,,,
Conservative Balanced,Fixed Income,Apollo Debt Solutions BDC,,,70335.0,0.0,,,AustralianSuper,0.0006913536185298,,,,
Conservative Balanced,Fixed Income,APPF Commercial Finance Pty Ltd,,,779450.0,0.01,,,AustralianSuper,0.0076615565218328,,,,
Conservative Balanced,Fixed Income,Apple Inc,,,822347.0,0.01,,,AustralianSuper,0.0080832099827566,,,,
Conservative Balanced,Fixed Income,APRR SA,,,71339.0,0.0,,,AustralianSuper,0.0007012223756636,,,,
Conservative Balanced,Fixed Income,ArcelorMittal SA,,,188276.0,0.0,,,AustralianSuper,0.0018506475280064,,,,
Conservative Balanced,Fixed Income,Ares Capital Corp,,,303645.0,0.0,,,AustralianSuper,0.0029846601194071,,,,
Conservative Balanced,Fixed Income,Ares Strategic Income Fund,,,29412.0,0.0,,,AustralianSuper,0.0002891034709348,,,,
Conservative Balanced,Fixed Income,Arkema Sa,,,29765.0,0.0,,,AustralianSuper,0.0002925732630346,,,,
Conservative Balanced,Fixed Income,Aroundtown Sa,,,33988.0,0.0,,,AustralianSuper,0.0003340829855206,,,,
Conservative Balanced,Fixed Income,Arthur J Gallagher & Co,,,165910.0,0.0,,,AustralianSuper,0.0016308022869167,,,,
Conservative Balanced,Fixed Income,Asahi Group Holdings Ltd,,,28759.0,0.0,,,AustralianSuper,0.0002826848470221,,,,
Conservative Balanced,Fixed Income,ASB Bank Ltd,,,33004.0,0.0,,,AustralianSuper,0.0003244108171743,,,,
Conservative Balanced,Fixed Income,Asml Holding Nv,,,44670.0,0.0,,,AustralianSuper,0.0004390810569379,,,,
Conservative Balanced,Fixed Income,Asr Nederland Nv,,,60073.0,0.0,,,AustralianSuper,0.0005904839116506,,,,
Conservative Balanced,Fixed Income,Assa Abloy Ab,,,37383.0,0.0,,,AustralianSuper,0.000367453932203,,,,
Conservative Balanced,Fixed Income,ASTM SpA,,,33655.0,0.0,,,AustralianSuper,0.0003308097822083,,,,
Conservative Balanced,Fixed Income,Astrazeneca Finance LLC,,,323569.0,0.0,,,AustralianSuper,0.0031805018695399,,,,
Conservative Balanced,Fixed Income,AstraZeneca PLC,,,32845.0,0.0,,,AustralianSuper,0.0003228479363135,,,,
Conservative Balanced,Fixed Income,AT&T Inc,,,947207.0,0.01,,,AustralianSuper,0.0093105137832775,,,,
Conservative Balanced,Fixed Income,Athene Global Funding,,,1608894.0,0.02,,,AustralianSuper,0.0158145260358428,,,,
Conservative Balanced,Fixed Income,Athene Holding Ltd,,,30436.0,0.0,,,AustralianSuper,0.0002991688168561,,,,
Conservative Balanced,Fixed Income,Atmos Energy Corp,,,195917.0,0.0,,,AustralianSuper,0.0019257542742804,,,,
Conservative Balanced,Fixed Income,Auckland International Airport Ltd,,,462975.0,0.01,,,AustralianSuper,0.0045507846952281,,,,
Conservative Balanced,Fixed Income,Ausgrid Finance Pty Ltd,,,73399.0,0.0,,,AustralianSuper,0.0007214710207787,,,,
Conservative Balanced,Fixed Income,AusNet Services Holdings Pty Ltd,,,2686436.0,0.04,,,AustralianSuper,0.0264061598002263,,,,
Conservative Balanced,Fixed Income,Australia & New Zealand Banking Group Ltd,,,56796130.0,0.87,,,AustralianSuper,0.5582741166416881,,,,
Conservative Balanced,Fixed Income,Australia & New Zealand Banking Group Ltd/New York NY,,,371075.0,0.01,,,AustralianSuper,0.0036474592165489,,,,
Conservative Balanced,Fixed Income,Australia Pacific Airports Melbourne Pty Ltd,,,1221811.0,0.02,,,AustralianSuper,0.0120097171537584,,,,
Conservative Balanced,Fixed Income,Australian Unity Healthcare Property Trust,,,567876.0,0.01,,,AustralianSuper,0.005581902715238,,,,
Conservative Balanced,Fixed Income,Australian Unity Ltd,,,1496671.0,0.02,,,AustralianSuper,0.0147114368607197,,,,
Conservative Balanced,Fixed Income,Autoroutes du Sud de la France SA,,,35374.0,0.0,,,AustralianSuper,0.0003477065884961,,,,
Conservative Balanced,Fixed Income,Autostrade per l'Italia SpA,,,92649.0,0.0,,,AustralianSuper,0.0009106877287719,,,,
