Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,High Growth,Listed Equity,,Lululemon Athletica Inc,1174.436567,725375.576,0.00019626,,,US5500211090
31/12/2024,High Growth,Listed Equity,,Lundin Mining Corp,2123.331121,29496.60533,0.00000798,,,CA5503721063
31/12/2024,High Growth,Listed Equity,,Lupin Ltd,3503.021953,155676.5886,0.00004212,,,INE326A01037
31/12/2024,High Growth,Listed Equity,,Luxshare Precision Industry Co Ltd,1606.206711,14486.42964,0.00000392,,,CNE100000TP3
31/12/2024,High Growth,Listed Equity,,Luzhou Laojiao Co Ltd,332.017809,9197.958639,0.00000249,,,CNE000000GF2
31/12/2024,High Growth,Listed Equity,,LVMH Moet Hennessy Louis Vuitton SE,2261.531155,2403655.062,0.00065033,,,FR0000121014
31/12/2024,High Growth,Listed Equity,,Lycopodium Ltd,3719.124781,36968.10032,0.00001,,,AU000000LYL7
31/12/2024,High Growth,Listed Equity,,LY Corp,11942.55032,51473.94744,0.00001393,,,JP3933800009
31/12/2024,High Growth,Listed Equity,,Lynas Rare Earths Ltd,977295.5915,6284010.653,0.0017002,,,AU000000LYC6
31/12/2024,High Growth,Listed Equity,,LyondellBasell Industries NV,1567.570406,188037.5581,0.00005088,,,NL0009434992
31/12/2024,High Growth,Listed Equity,,M3 Inc,3212.703128,46124.21377,0.00001248,,,JP3435750009
31/12/2024,High Growth,Listed Equity,,Mabanee Co KPSC,2617.039292,10447.09944,0.00000283,,,KW0EQ0400725
31/12/2024,High Growth,Listed Equity,,MAC Copper Ltd,43130.6171,742277.9202,0.00020083,,,AU0000319733
31/12/2024,High Growth,Listed Equity,,Macmahon Holdings Ltd,457297.9942,157767.8083,0.00004269,,,AU000000MAH3
31/12/2024,High Growth,Listed Equity,,Macquarie Group Ltd,178280.9575,39515974.23,0.01069144,,,AU000000MQG1
31/12/2024,High Growth,Listed Equity,,Macrotech Developers Ltd,1260.179495,33030.88204,0.00000894,,,INE670K01029
31/12/2024,High Growth,Listed Equity,,Mader Group Ltd,18718.47581,112685.2244,0.00003049,,,AU0000056269
31/12/2024,High Growth,Listed Equity,,Magellan Financial Group Ltd,1212.355283,127.297305,0.00000003,,,AU0000215808
31/12/2024,High Growth,Listed Equity,,Magellan Financial Group Ltd,65633.99391,729850.0122,0.00019747,,,AU000000MFG4
31/12/2024,High Growth,Listed Equity,,Magna International Inc,4614.013924,311310.2595,0.00008423,,,CA5592224011
31/12/2024,High Growth,Listed Equity,,Magontec Ltd,47771.82249,8837.78716,0.00000239,,,AU000000MGL2
31/12/2024,High Growth,Listed Equity,,Mahindra & Mahindra Ltd,3483.159069,197597.5906,0.00005346,,,INE101A01026
31/12/2024,High Growth,Listed Equity,,Mainfreight Ltd,8579.492681,570603.9747,0.00015438,,,NZMFTE0001S9
31/12/2024,High Growth,Listed Equity,,MakeMyTrip Ltd,1586.776345,287754.5795,0.00007785,,,MU0295S00016
31/12/2024,High Growth,Listed Equity,,Makita Corp,3515.466702,174968.3215,0.00004734,,,JP3862400003
31/12/2024,High Growth,Listed Equity,,Malayan Banking Bhd,42116.27833,155776.0583,0.00004215,,,MYL1155OO000
31/12/2024,High Growth,Listed Equity,,Mango Excellent Media Co Ltd,364.347209,2167.863842,0.00000059,,,CNE100001Y83
31/12/2024,High Growth,Listed Equity,,Manhattan Associates Inc,1321.304391,576708.8731,0.00015603,,,US5627501092
31/12/2024,High Growth,Listed Equity,,Manila Electric Co,1057.120072,14403.97325,0.0000039,,,PHY5764J1483
31/12/2024,High Growth,Listed Equity,,Mankind Pharma Ltd,364.19326,19789.97179,0.00000535,,,INE634S01028
31/12/2024,High Growth,Listed Equity,,Manulife Financial Corp,17068.20391,846450.3653,0.00022902,,,CA56501R1064
31/12/2024,High Growth,Listed Equity,,Marathon Petroleum Corp,1704.598797,384061.2653,0.00010391,,,US56585A1025
31/12/2024,High Growth,Listed Equity,,Marico Ltd,1940.482446,23410.50233,0.00000633,,,INE196A01026
31/12/2024,High Growth,Listed Equity,,Markel Group Inc,76.62329,213630.6588,0.0000578,,,US5705351048
31/12/2024,High Growth,Listed Equity,,MarketAxess Holdings Inc,309.160419,112868.6438,0.00003054,,,US57060D1081
31/12/2024,High Growth,Listed Equity,,Marks & Spencer Group PLC,6012.6395,45669.06502,0.00001236,,,GB0031274896
31/12/2024,High Growth,Listed Equity,,Marriott International Inc/MD,1132.413226,510175.7978,0.00013803,,,US5719032022
31/12/2024,High Growth,Listed Equity,,Marsh & McLennan Cos Inc,6036.852326,2071045.469,0.00056034,,,US5717481023
31/12/2024,High Growth,Listed Equity,,Martin Marietta Materials Inc,267.334715,223012.808,0.00006034,,,US5732841060
31/12/2024,High Growth,Listed Equity,,Marubeni Corp,6913.006478,169973.3677,0.00004599,,,JP3877600001
31/12/2024,High Growth,Listed Equity,,Maruti Suzuki India Ltd,3299.567873,675901.4345,0.00018287,,,INE585B01010
31/12/2024,High Growth,Listed Equity,,Marvell Technology Inc,6154.871018,1097965.766,0.00029707,,,US5738741041
31/12/2024,High Growth,Listed Equity,,Masco Corp,3524.925532,413153.2677,0.00011178,,,US5745991068
31/12/2024,High Growth,Listed Equity,,Mastercard Inc,13330.78386,11337464.04,0.00306746,,,US57636Q1040
31/12/2024,High Growth,Listed Equity,,Match Group Inc,14257.41829,753226.4435,0.00020379,,,US57667L1070
31/12/2024,High Growth,Listed Equity,,MatsukiyoCocokara & Co,975.111394,23098.67838,0.00000625,,,JP3869010003
31/12/2024,High Growth,Listed Equity,,Max Healthcare Institute Ltd,2914.007926,62018.04067,0.00001678,,,INE027H01010
31/12/2024,High Growth,Listed Equity,,Maxis Bhd,19477.944,25679.51048,0.00000695,,,MYL6012OO008
31/12/2024,High Growth,Listed Equity,,Maxscend Microelectronics Co Ltd,119.464831,2371.145979,0.00000064,,,CNE100003QK4
31/12/2024,High Growth,Listed Equity,,Mazda Motor Corp,13899.29331,154768.867,0.00004187,,,JP3868400007
31/12/2024,High Growth,Listed Equity,,mBank SA,55.729728,11924.05116,0.00000323,,,PLBRE0000012
31/12/2024,High Growth,Listed Equity,,McCormick & Co Inc/MD,2302.4226,283512.3944,0.00007671,,,US5797802064
31/12/2024,High Growth,Listed Equity,,McDonald's Corp,4989.268584,2336007.542,0.00063203,,,US5801351017
31/12/2024,High Growth,Listed Equity,,McDonald's Holdings Co Japan Ltd,1431.563277,91067.44786,0.00002464,,,JP3750500005
31/12/2024,High Growth,Listed Equity,,McKesson Corp,1429.476966,1315792.97,0.000356,,,US58155Q1031
31/12/2024,High Growth,Listed Equity,,McMillan Shakespeare Ltd,5190.70812,77860.62181,0.00002107,,,AU000000MMS5
31/12/2024,High Growth,Listed Equity,,MediaTek Inc,23698.02607,1651977.189,0.00044696,,,TW0002454006
31/12/2024,High Growth,Listed Equity,,Medibank Pvt Ltd,718183.5687,2721915.725,0.00073644,,,AU000000MPL3
31/12/2024,High Growth,Listed Equity,,Mediobanca Banca di Credito Finanziario SpA,4139.194988,97435.74419,0.00002636,,,IT0000062957
31/12/2024,High Growth,Listed Equity,,Medtronic PLC,9298.622562,1199667.237,0.00032458,,,IE00BTN1Y115
31/12/2024,High Growth,Listed Equity,,Mega Financial Holding Co Ltd,43794.94508,83496.90649,0.00002259,,,TW0002886009
31/12/2024,High Growth,Listed Equity,,Megaport Ltd,104504.3173,770196.8184,0.00020838,,,AU000000MP15
31/12/2024,High Growth,Listed Equity,,MEIJI Holdings Co Ltd,574.802506,18908.90134,0.00000512,,,JP3918000005
31/12/2024,High Growth,Listed Equity,,Meituan,110470.5598,3484413.424,0.00094274,,,KYG596691041
31/12/2024,High Growth,Listed Equity,,Melrose Industries PLC,3285.458217,36804.07585,0.00000996,,,GB00BNGDN821
31/12/2024,High Growth,Listed Equity,,MercadoLibre Inc,943.64187,2591627.847,0.00070119,,,US58733R1023
31/12/2024,High Growth,Listed Equity,,Mercedes-Benz Group AG,8065.820737,725746.3414,0.00019636,,,DE0007100000
31/12/2024,High Growth,Listed Equity,,Merck & Co Inc,49639.37313,7975651.843,0.00215789,,,US58933Y1055
31/12/2024,High Growth,Listed Equity,,Merck KGaA,487.658414,114100.4742,0.00003087,,,DE0006599905
31/12/2024,High Growth,Listed Equity,,Mercury NZ Ltd,5732.989959,30347.49795,0.00000821,,,NZMRPE0001S2
31/12/2024,High Growth,Listed Equity,,Merdeka Copper Gold Tbk PT,29425.45036,4768.794883,0.00000129,,,ID1000134406
31/12/2024,High Growth,Listed Equity,,Meridian Energy Ltd,60255.21886,322231.501,0.00008718,,,NZMELE0002S7
31/12/2024,High Growth,Listed Equity,,Meritz Financial Group Inc,342.486377,39077.6612,0.00001057,,,KR7138040001
31/12/2024,High Growth,Listed Equity,,Mesaieed Petrochemical Holding Co,16496.3074,10939.8462,0.00000296,,,QA000VSUG130
31/12/2024,High Growth,Listed Equity,,Metallurgical Corp of China Ltd,4018.082603,2933.989548,0.00000079,,,CNE100000FX6
31/12/2024,High Growth,Listed Equity,,Meta Platforms Inc,33827.67115,31989727.43,0.00865514,,,US30303M1027
31/12/2024,High Growth,Listed Equity,,Metcash Ltd,1156508.27,3585175.637,0.00097,,,AU000000MTS0
31/12/2024,High Growth,Listed Equity,,Metlen Energy & Metals SA,4595.882527,257648.0996,0.00006971,,,GRS393503008
31/12/2024,High Growth,Listed Equity,,MetLife Inc,4962.983585,656333.8381,0.00017758,,,US59156R1086
31/12/2024,High Growth,Listed Equity,,Metro Inc/CN,1272.366881,128813.8903,0.00003485,,,CA59162N1096
31/12/2024,High Growth,Listed Equity,,Metropolitan Bank & Trust Co,6749.147177,13568.11611,0.00000367,,,PHY6028G1361
31/12/2024,High Growth,Listed Equity,,Metso Oyj,2005.804351,30124.43564,0.00000815,,,FI0009014575
31/12/2024,High Growth,Listed Equity,,Mettler-Toledo International Inc,727.496126,1437813.872,0.00038901,,,US5926881054
31/12/2024,High Growth,Listed Equity,,MGM Resorts International,1407.2923,78757.45457,0.00002131,,,US5529531015
31/12/2024,High Growth,Listed Equity,,M&G PLC,8090.192659,32377.39783,0.00000876,,,GB00BKFB1C65
31/12/2024,High Growth,Listed Equity,,Microchip Technology Inc,3593.063338,332814.6364,0.00009005,,,US5950171042
31/12/2024,High Growth,Listed Equity,,Micron Technology Inc,8936.297755,1214695.661,0.00032865,,,US5951121038
31/12/2024,High Growth,Listed Equity,,Microsoft Corp,80018.738,54474518.4,0.01473862,,,US5949181045
31/12/2024,High Growth,Listed Equity,,Micro-Star International Co Ltd,2514.508909,22731.32116,0.00000615,,,TW0002377009
31/12/2024,High Growth,Listed Equity,,MicroStrategy Inc,938.314539,438915.7019,0.00011875,,,US5949724083
31/12/2024,High Growth,Listed Equity,,Midea Group Co Ltd,1062.251723,16686.27701,0.00000451,,,CNE100006M58
31/12/2024,High Growth,Listed Equity,,Midea Group Co Ltd,25702.11761,427787.3998,0.00011574,,,CNE100001QQ5
31/12/2024,High Growth,Listed Equity,,MINEBEA MITSUMI Inc,846.807263,22361.20317,0.00000605,,,JP3906000009
31/12/2024,High Growth,Listed Equity,,Mineral Resources Ltd,48638.34195,1665863.212,0.00045072,,,AU000000MIN4
31/12/2024,High Growth,Listed Equity,,MINISO Group Holding Ltd,1422.288345,13913.77025,0.00000376,,,KYG6180F1081
31/12/2024,High Growth,Listed Equity,,Minor International PCL,11977.27305,14751.78526,0.00000399,,,TH0128010R17
31/12/2024,High Growth,Listed Equity,,Minth Group Ltd,153373.6753,482169.9694,0.00013046,,,KYG6145U1094
31/12/2024,High Growth,Listed Equity,,Mirae Asset Securities Co Ltd,639.916859,5637.558224,0.00000153,,,KR7006800007
31/12/2024,High Growth,Listed Equity,,MISC Bhd,5023.886167,13791.26646,0.00000373,,,MYL3816OO005
31/12/2024,High Growth,Listed Equity,,Mitsubishi Chemical Group Corp,10072.5243,82780.37496,0.0000224,,,JP3897700005
31/12/2024,High Growth,Listed Equity,,Mitsubishi Corp,12907.3975,345415.3501,0.00009346,,,JP3898400001
31/12/2024,High Growth,Listed Equity,,Mitsubishi Electric Corp,14621.37499,403754.9416,0.00010924,,,JP3902400005
31/12/2024,High Growth,Listed Equity,,Mitsubishi Estate Co Ltd,5932.764255,134165.3707,0.0000363,,,JP3899600005
31/12/2024,High Growth,Listed Equity,,Mitsubishi HC Capital Inc,2986.920827,31985.51865,0.00000865,,,JP3499800005
31/12/2024,High Growth,Listed Equity,,Mitsubishi Heavy Industries Ltd,35868.1183,819426.5379,0.0002217,,,JP3900000005
31/12/2024,High Growth,Listed Equity,,Mitsubishi UFJ Financial Group Inc,52989.4413,1005270.656,0.00027199,,,JP3902900004
31/12/2024,High Growth,Listed Equity,,Mitsui Chemicals Inc,338.722905,12079.14005,0.00000327,,,JP3888300005
31/12/2024,High Growth,Listed Equity,,Mitsui & Co Ltd,9776.776339,332672.4445,0.00009001,,,JP3893600001
31/12/2024,High Growth,Listed Equity,,Mitsui Fudosan Co Ltd,16587.03871,216488.3587,0.00005857,,,JP3893200000
31/12/2024,High Growth,Listed Equity,,Mitsui OSK Lines Ltd,1211.190995,68559.64077,0.00001855,,,JP3362700001
31/12/2024,High Growth,Listed Equity,,Mizrahi Tefahot Bank Ltd,897.564547,62703.12124,0.00001696,,,IL0006954379
31/12/2024,High Growth,Listed Equity,,Mizuho Financial Group Inc,23056.14831,917690.4726,0.00024829,,,JP3885780001
31/12/2024,High Growth,Listed Equity,,MMG Ltd,15518.11212,8259.930328,0.00000223,,,HK1208013172
31/12/2024,High Growth,Listed Equity,,Mobile Telecommunications Co KSCP,7305.058912,17948.45426,0.00000486,,,KW0EQ0601058
31/12/2024,High Growth,Listed Equity,,Moderna Inc,8564.29289,575148.669,0.00015561,,,US60770K1079
31/12/2024,High Growth,Listed Equity,,MOL Hungarian Oil & Gas PLC,28093.2755,311811.2432,0.00008436,,,HU0000153937
31/12/2024,High Growth,Listed Equity,,Molina Healthcare Inc,608.773489,286172.2099,0.00007743,,,US60855R1005
31/12/2024,High Growth,Listed Equity,,Molson Coors Beverage Co,1150.674072,106527.7198,0.00002882,,,US60871R2094
31/12/2024,High Growth,Listed Equity,,Monadelphous Group Ltd,32928.00155,460992.0217,0.00012473,,,AU000000MND5
31/12/2024,High Growth,Listed Equity,,Monash IVF Group Ltd,38681.30771,49125.26079,0.00001329,,,AU000000MVF3
31/12/2024,High Growth,Listed Equity,,Moncler SpA,31354.2823,2673318.534,0.00072329,,,IT0004965148
31/12/2024,High Growth,Listed Equity,,Monday.com Ltd,1553.766981,590840.5043,0.00015986,,,IL0011762130
31/12/2024,High Growth,Listed Equity,,Mondelez International Inc,9384.216471,905304.4489,0.00024494,,,US6092071058
31/12/2024,High Growth,Listed Equity,,Mondi PLC,1461.640658,35242.27073,0.00000954,,,GB00BMWC6P49
31/12/2024,High Growth,Listed Equity,,Moneta Money Bank AS,589.524048,4848.488394,0.00000131,,,CZ0008040318
31/12/2024,High Growth,Listed Equity,,MongoDB Inc,487.605242,183347.131,0.00004961,,,US60937P1066
31/12/2024,High Growth,Listed Equity,,Monolithic Power Systems Inc,547.59656,523318.8804,0.00014159,,,US6098391054
31/12/2024,High Growth,Listed Equity,,MonotaRO Co Ltd,1816.772726,49888.33683,0.0000135,,,JP3922950005
31/12/2024,High Growth,Listed Equity,,Monster Beverage Corp,8453.434057,717616.8844,0.00019416,,,US61174X1090
31/12/2024,High Growth,Listed Equity,,Montage Technology Co Ltd,378.921098,5693.041119,0.00000154,,,CNE100003MN7
31/12/2024,High Growth,Listed Equity,,Moody's Corp,2720.559814,2079999.03,0.00056276,,,US6153691059
31/12/2024,High Growth,Listed Equity,,Morgan Stanley,8625.39248,1751408.128,0.00047386,,,US6174464486
31/12/2024,High Growth,Listed Equity,,Mosaic Co/The,1544.423764,61312.98755,0.00001659,,,US61945C1036
31/12/2024,High Growth,Listed Equity,,Motorola Solutions Inc,2152.420536,1606901.954,0.00043476,,,US6200763075
31/12/2024,High Growth,Listed Equity,,Mowi ASA,2027.411103,56149.55182,0.00001519,,,NO0003054108
31/12/2024,High Growth,Listed Equity,,Mphasis Ltd,381.589556,20496.27425,0.00000555,,,INE356A01018
31/12/2024,High Growth,Listed Equity,,MP Materials Corp,5726.172416,144275.6841,0.00003904,,,US5533681012
31/12/2024,High Growth,Listed Equity,,MR DIY Group M Bhd,12387.80511,8277.83671,0.00000224,,,MYL5296OO008
31/12/2024,High Growth,Listed Equity,,MRF Ltd,8.569857,21119.9597,0.00000571,,,INE883A01011
31/12/2024,High Growth,Listed Equity,,MS&AD Insurance Group Holdings Inc,16831.04243,596576.5492,0.00016141,,,JP3890310000
31/12/2024,High Growth,Listed Equity,,MSCI Inc,649.830085,629741.6606,0.00017038,,,US55354G1004
31/12/2024,High Growth,Listed Equity,,M&T Bank Corp,734.919841,223164.4662,0.00006038,,,US55261F1049
31/12/2024,High Growth,Listed Equity,,MTN Group Ltd,6253.686289,49238.95232,0.00001332,,,ZAE000042164
31/12/2024,High Growth,Listed Equity,,MTR Corp Ltd,8009.567514,45131.09846,0.00001221,,,HK0066009694
31/12/2024,High Growth,Listed Equity,,MTU Aero Engines AG,806.975264,434580.3732,0.00011758,,,DE000A0D9PT0
31/12/2024,High Growth,Listed Equity,,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,861.031435,701441.0055,0.00018978,,,DE0008430026
31/12/2024,High Growth,Listed Equity,,MultiChoice Group,4573.221524,42274.46151,0.00001144,,,ZAE000265971
31/12/2024,High Growth,Listed Equity,,Multiply Group PJSC,10162.51605,9250.147528,0.0000025,,,AEM001001019
31/12/2024,High Growth,Listed Equity,,Murata Manufacturing Co Ltd,6410.060479,168608.4089,0.00004562,,,JP3914400001
31/12/2024,High Growth,Listed Equity,,Muthoot Finance Ltd,451.841856,18208.68848,0.00000493,,,INE414G01012
31/12/2024,High Growth,Listed Equity,,Muyuan Foods Co Ltd,1229.800122,10460.2883,0.00000283,,,CNE100001RQ3
31/12/2024,High Growth,Listed Equity,,Myer Holdings Ltd,90295.23133,111063.1345,0.00003005,,,AU000000MYR2
31/12/2024,High Growth,Listed Equity,,Nanosonics Ltd,179205.2016,539407.6568,0.00014594,,,AU000000NAN9
31/12/2024,High Growth,Listed Equity,,Nan Ya Plastics Corp,19500.27317,28724.15845,0.00000777,,,TW0001303006
31/12/2024,High Growth,Listed Equity,,Nanya Technology Corp,4669.802259,6729.143489,0.00000182,,,TW0002408002
31/12/2024,High Growth,Listed Equity,,NARI Technology Co Ltd,235499.3849,1314197.427,0.00035557,,,CNE000001G38
31/12/2024,High Growth,Listed Equity,,Nasdaq Inc,2410.015422,300925.935,0.00008142,,,US6311031081
31/12/2024,High Growth,Listed Equity,,Naspers Ltd,615.490201,219849.0109,0.00005948,,,ZAE000325783
31/12/2024,High Growth,Listed Equity,,National Australia Bank Ltd,1428618.825,53001758.42,0.01434015,,,AU000000NAB4
31/12/2024,High Growth,Listed Equity,,National Bank of Canada,1921.329181,282741.9652,0.0000765,,,CA6330671034
31/12/2024,High Growth,Listed Equity,,National Bank of Greece SA,31589.85854,404697.4474,0.00010949,,,GRS003003035
31/12/2024,High Growth,Listed Equity,,National Bank of Kuwait SAKP,29029.8514,136264.678,0.00003687,,,KW0EQ0100010
31/12/2024,High Growth,Listed Equity,,National Grid PLC,17969.35487,345305.1883,0.00009343,,,GB00BDR05C01
31/12/2024,High Growth,Listed Equity,,National Silicon Industry Group Co Ltd,829.377408,3453.803198,0.00000093,,,CNE1000040F5
31/12/2024,High Growth,Listed Equity,,Natura & Co Holding SA,3372.880144,11251.70175,0.00000304,,,BRNTCOACNOR5
31/12/2024,High Growth,Listed Equity,,NatWest Group PLC,531304.5936,4321401.887,0.0011692,,,GB00BM8PJY71
31/12/2024,High Growth,Listed Equity,,NAURA Technology Group Co Ltd,118.541134,10255.84846,0.00000277,,,CNE100000ML7
31/12/2024,High Growth,Listed Equity,,NAVER Corp,525.532362,114679.6009,0.00003103,,,KR7035420009
31/12/2024,High Growth,Listed Equity,,NCSoft Corp,53.523118,10751.81225,0.00000291,,,KR7036570000
31/12/2024,High Growth,Listed Equity,,NEC Corp,3350.690802,472444.1043,0.00012782,,,JP3733000008
31/12/2024,High Growth,Listed Equity,,Nedbank Group Ltd,23729.02955,572155.8374,0.0001548,,,ZAE000004875
31/12/2024,High Growth,Listed Equity,,Nemetschek SE,213.39543,33405.26915,0.00000904,,,DE0006452907
31/12/2024,High Growth,Listed Equity,,NEPI Rockcastle NV,2047.42605,24181.76122,0.00000654,,,NL0015000RT3
31/12/2024,High Growth,Listed Equity,,Neste Oyj,2123.433904,43060.0484,0.00001165,,,FI0009013296
31/12/2024,High Growth,Listed Equity,,Nestle India Ltd,1265.978261,51827.04602,0.00001402,,,INE239A01024
31/12/2024,High Growth,Listed Equity,,Nestle Malaysia Bhd,261.714193,9451.291819,0.00000256,,,MYL4707OO005
31/12/2024,High Growth,Listed Equity,,Nestle SA,23761.47645,3170991.804,0.00085794,,,CH0038863350
31/12/2024,High Growth,Listed Equity,,NetApp Inc,7805.956378,1463482.866,0.00039596,,,US64110D1046
31/12/2024,High Growth,Listed Equity,,NetEase Inc,12572.69257,361794.4737,0.00009789,,,KYG6427A1022
31/12/2024,High Growth,Listed Equity,,NetEase Inc,5282.436067,761117.8581,0.00020593,,,US64110W1027
31/12/2024,High Growth,Listed Equity,,Netflix Inc,5974.036039,8600141.812,0.00232685,,,US64110L1061
31/12/2024,High Growth,Listed Equity,,Netmarble Corp,80.618235,4572.731952,0.00000124,,,KR7251270005
31/12/2024,High Growth,Listed Equity,,Netwealth Group Ltd,112281.182,3228083.982,0.00087339,,,AU000000NWL7
31/12/2024,High Growth,Listed Equity,,Neuren Pharmaceuticals Ltd,112047.8617,1400598.271,0.00037895,,,NZNEUE0001S8
31/12/2024,High Growth,Listed Equity,,Neurocrine Biosciences Inc,745.285459,164308.2696,0.00004446,,,US64125C1099
31/12/2024,High Growth,Listed Equity,,New China Life Insurance Co Ltd,466.980226,5135.47494,0.00000139,,,CNE1000019Y0
31/12/2024,High Growth,Listed Equity,,New China Life Insurance Co Ltd,8343.179013,40939.36574,0.00001108,,,CNE100001922
31/12/2024,High Growth,Listed Equity,,New Hope Liuhe Co Ltd,1652.391569,3283.333863,0.00000089,,,CNE000000VB0
31/12/2024,High Growth,Listed Equity,,Newmont Corp,107160.2614,6380321.963,0.00172626,,,AU0000297962
31/12/2024,High Growth,Listed Equity,,Newmont Corp,5923.088118,356064.5071,0.00009634,,,US6516391066
31/12/2024,High Growth,Listed Equity,,New Oriental Education & Technology Group Inc,6009.676292,61164.76619,0.00001655,,,KYG6470A1168
31/12/2024,High Growth,Listed Equity,,News Corp,10389.9835,514304.1833,0.00013915,,,AU000000NWS2
31/12/2024,High Growth,Listed Equity,,News Corp,18007.67488,720306.9952,0.00019489,,,AU0000NWSLV3
31/12/2024,High Growth,Listed Equity,,News Corp,1829.259178,81366.06305,0.00002201,,,US65249B1098
31/12/2024,High Growth,Listed Equity,,NexGen Energy Ltd,109646.2543,1185276.009,0.00032069,,,AU0000159329
31/12/2024,High Growth,Listed Equity,,Nexi SpA,4081.560579,36588.53751,0.0000099,,,IT0005366767
31/12/2024,High Growth,Listed Equity,,Nexon Co Ltd,1334.36316,32589.20997,0.00000882,,,JP3758190007
31/12/2024,High Growth,Listed Equity,,NEXTDC Ltd,236603.3922,3565613.121,0.00096471,,,AU000000NXT8
31/12/2024,High Growth,Listed Equity,,NextEra Energy Inc,16175.48347,1872923.217,0.00050674,,,US65339F1012
31/12/2024,High Growth,Listed Equity,,Next PLC,517.938204,99507.80027,0.00002692,,,GB0032089863
31/12/2024,High Growth,Listed Equity,,NH Investment & Securities Co Ltd,559.914423,8569.348346,0.00000232,,,KR7005940002
31/12/2024,High Growth,Listed Equity,,NHPC Ltd,10981.37357,16716.17247,0.00000452,,,INE848E01016
31/12/2024,High Growth,Listed Equity,,Nibe Industrier AB,7083.775692,44773.56657,0.00001211,,,SE0015988019
31/12/2024,High Growth,Listed Equity,,nib holdings Ltd/Australia,162998.0127,893229.1096,0.00024167,,,AU000000NHF0
31/12/2024,High Growth,Listed Equity,,Nice Ltd,528.657075,145570.292,0.00003939,,,IL0002730112
31/12/2024,High Growth,Listed Equity,,Nickel Industries Ltd,547531.8403,451713.7686,0.00012222,,,AU0000018236
31/12/2024,High Growth,Listed Equity,,Nick Scali Ltd,17032.05944,255651.2121,0.00006917,,,AU000000NCK1
31/12/2024,High Growth,Listed Equity,,NIDEC CORP,6948.859119,203883.2689,0.00005516,,,JP3734800000
31/12/2024,High Growth,Listed Equity,,Nien Made Enterprise Co Ltd,667.114608,12045.08473,0.00000326,,,TW0008464009
31/12/2024,High Growth,Listed Equity,,NIKE Inc,11471.85673,1402043.768,0.00037934,,,US6541061031
31/12/2024,High Growth,Listed Equity,,Nine Entertainment Co Holdings Ltd,1377389.278,1701075.759,0.00046024,,,AU000000NEC4
31/12/2024,High Growth,Listed Equity,,Ningbo Deye Technology Co Ltd,190.076347,3566.560962,0.00000096,,,CNE1000052S3
31/12/2024,High Growth,Listed Equity,,Ningbo Orient Wires & Cables Co Ltd,261.201027,3037.199876,0.00000082,,,CNE100001T23
31/12/2024,High Growth,Listed Equity,,Ningbo Sanxing Medical Electric Co Ltd,641.456354,4365.954647,0.00000118,,,CNE100001567
31/12/2024,High Growth,Listed Equity,,Ningbo Tuopu Group Co Ltd,572.538284,6207.637933,0.00000168,,,CNE1000023J3
31/12/2024,High Growth,Listed Equity,,Ningxia Baofeng Energy Group Co Ltd,1529.231949,5698.246153,0.00000154,,,CNE100003LF5
31/12/2024,High Growth,Listed Equity,,Nintendo Co Ltd,8251.334247,785569.6476,0.00021254,,,JP3756600007
31/12/2024,High Growth,Listed Equity,,NIO Inc,5097.576672,36884.21556,0.00000998,,,KYG6525F1028
31/12/2024,High Growth,Listed Equity,,NIPPON EXPRESS HOLDINGS INC,3370.924956,82899.85115,0.00002243,,,JP3688370000
31/12/2024,High Growth,Listed Equity,,Nippon Paint Holdings Co Ltd,11141.78862,117193.8248,0.00003171,,,JP3749400002
31/12/2024,High Growth,Listed Equity,,Nippon Sanso Holdings Corp,595.331167,27066.72484,0.00000732,,,JP3711600001
31/12/2024,High Growth,Listed Equity,,Nippon Steel Corp,2541.910118,83123.2153,0.00002249,,,JP3381000003
31/12/2024,High Growth,Listed Equity,,Nippon Telegraph & Telephone Corp,159430.0951,258874.5525,0.00007004,,,JP3735400008
31/12/2024,High Growth,Listed Equity,,Nippon Yusen KK,1267.644813,68693.7658,0.00001859,,,JP3753000003
31/12/2024,High Growth,Listed Equity,,NiSource Inc,1932.878176,114758.3004,0.00003105,,,US65473P1057
31/12/2024,High Growth,Listed Equity,,Nissan Motor Co Ltd,10762.15323,53088.73498,0.00001436,,,JP3672400003
31/12/2024,High Growth,Listed Equity,,Nissin Foods Holdings Co Ltd,744.163959,29237.14061,0.00000791,,,JP3675600005
31/12/2024,High Growth,Listed Equity,,Nitori Holdings Co Ltd,297.665633,57005.93349,0.00001542,,,JP3756100008
31/12/2024,High Growth,Listed Equity,,Nitto Denko Corp,3587.384528,98804.03773,0.00002673,,,JP3684000007
31/12/2024,High Growth,Listed Equity,,NMDC Ltd,11291.27396,14041.72951,0.0000038,,,INE584A01023
31/12/2024,High Growth,Listed Equity,,NN Group NV,7763.053105,546209.2913,0.00014778,,,NL0010773842
31/12/2024,High Growth,Listed Equity,,Nokia Oyj,137395.9584,982230.2238,0.00026575,,,FI0009000681
31/12/2024,High Growth,Listed Equity,,Nomura Holdings Inc,20466.91213,195886.2253,0.000053,,,JP3762600009
