Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Conservative,Cash,,CSI Bank,,0.000847,0,,SGD,
31/12/2024,Conservative,Cash,,JPMorgan Chase & Co,,163445.3365,0.00005647,,SGD,
31/12/2024,Conservative,Cash,,JPMorgan Chase & Co,,161.032612,0.00000006,,THB,
31/12/2024,Conservative,Cash,,JPMorgan Chase & Co,,860.121935,0.0000003,,TRY,
31/12/2024,Conservative,Cash,,JPMorgan Chase & Co,,27783.30668,0.0000096,,TWD,
31/12/2024,Conservative,Cash,,Barclays Bank PLC,,1224195.776,0.00042296,,USD,
31/12/2024,Conservative,Cash,,BNP Paribas SA,,3684796.236,0.00127311,,USD,
31/12/2024,Conservative,Cash,,Citigroup Inc,,1761800.607,0.00060871,,USD,
31/12/2024,Conservative,Cash,,Credit Suisse Group AG,,0.049989,0,,USD,
31/12/2024,Conservative,Cash,,Goldman Sachs Group Inc/The,,1860465.39,0.0006428,,USD,
31/12/2024,Conservative,Cash,,HSBC Holdings PLC,,-351425.3687,-0.00012142,,USD,
31/12/2024,Conservative,Cash,,JPMorgan Chase & Co,,5951081.619,0.00205611,,USD,
31/12/2024,Conservative,Cash,,Macquarie Group Ltd,,6.054463,0,,USD,
31/12/2024,Conservative,Cash,,Merrill Lynch & Co,,80083.27111,0.00002767,,USD,
31/12/2024,Conservative,Cash,,Royal Bank of Canada,,-8589.232195,-0.00000297,,USD,
31/12/2024,Conservative,Cash,,Warburg Dillon,,12555.2159,0.00000434,,USD,
31/12/2024,Conservative,Cash,,Westpac Banking Corp,,-48795.00904,-0.00001686,,USD,
31/12/2024,Conservative,Cash,,JPMorgan Chase & Co,,0.000144,0,,ZA1,
31/12/2024,Conservative,Cash,,JPMorgan Chase & Co,,7584.581051,0.00000262,,ZAR,
31/12/2024,Conservative,Cash Total,,,,550909945.1,0.19034084,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,BlackRock Inc,,245428733.1,0.08479627,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,Challenger Limited,,3875579.761,0.00133902,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,GoldenTree AM,,66502226.77,0.02297669,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,IFM Investors Pty Ltd,,71959548.11,0.02486221,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,JPMorgan Chase & Co,,293362879.9,0.10135765,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,Generate Capital,,62793.02893,0.0000217,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,Oaktree Capital Management LP,,45409998.24,0.01568927,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,PIMCO Australia Pty Ltd,,245761827.9,0.08491136,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,Schroders PLC,,1301008.124,0.0004495,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,Wellington,,40410895,0.01396207,,,
31/12/2024,Conservative,Fixed Income,Externally Managed,Westbourne Credit Management Limited,,393918.1305,0.0001361,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,AGI Finance Pty Ltd,,68469.68996,0.00002366,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Airservices Australia,,378962.6763,0.00013093,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,AusNet Services Holdings Pty Ltd,,113250.7692,0.00003913,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Australia Government Bond,,27645161.62,0.00955148,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Australian Capital Territory,,38848.27586,0.00001342,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Australian Catholic University Ltd,,715655.9522,0.00024726,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Australia & New Zealand Banking Group Ltd,,296029.2521,0.00010228,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Australian Gas Networks Ltd,,157460.3472,0.0000544,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Australian Postal Corp,,553171.5108,0.00019112,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Australian Rail Track Corp Ltd,,68312.68785,0.0000236,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Barclays PLC,,53675.67467,0.00001855,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Bendigo & Adelaide Bank Ltd,,162568.7875,0.00005617,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Brisbane Airport Corp Pty Ltd,,576571.2691,0.00019921,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Charter Hall LWR Pty Ltd,,575058.8733,0.00019868,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Chorus Ltd,,169607.6259,0.0000586,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,CIP Funding Pty Ltd,,120687.2561,0.0000417,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Commonwealth Bank of Australia,,1648613,0.0005696,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,ConnectEast Finance Pty Ltd,,196708.2328,0.00006796,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Cooperatieve Rabobank UA,,225422.9977,0.00007788,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Cooperatieve Rabobank UA/Australia,,634264.7584,0.00021914,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,ElectraNet Pty Ltd,,191259.7828,0.00006608,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,ETSA Utilities Finance Pty Ltd,,585237.5165,0.0002022,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Export Finance & Insurance Corp,,713570.8359,0.00024654,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,GAIF Bond Issuer Pty Ltd,,47421.63326,0.00001638,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,GTA Finance Co Pty Ltd,,80682.41756,0.00002788,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Housing Australia,,323697.8752,0.00011184,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,ING Bank Australia Ltd,,593273.6635,0.00020498,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Lloyds Banking Group PLC,,135916.933,0.00004696,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Lonsdale Finance Pty Ltd,,1533529.219,0.00052984,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Macquarie Bank Ltd,,903833.8972,0.00031228,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Mirvac Group Finance Ltd,,53737.04636,0.00001857,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Monash University,,156622.6718,0.00005411,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,National Australia Bank Ltd,,1662146.693,0.00057428,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,NBN Co Ltd,,1898229.551,0.00065584,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Network Finance Co Pty Ltd,,277143.8508,0.00009575,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,New South Wales Treasury Corp,,6316225.393,0.00218227,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,New Terminal Financing Co Pty Ltd,,123575.2208,0.0000427,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,New Zealand Local Government Funding Agency Bond,,189822.3512,0.00006558,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Northern Territory Treasury Corp,,341320.4874,0.00011793,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,NSW Electricity Networks Finance Pty Ltd,,112795.8182,0.00003897,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,QPH Finance Co Pty Ltd,,180627.4855,0.00006241,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Qube Treasury Pty Ltd,,281519.9187,0.00009727,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Queensland Treasury Corp,,3996344.685,0.00138075,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Region Retail Trust,,488257.0531,0.00016869,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Registry Finance Pty Ltd,,1096780.022,0.00037894,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Scentre Group Trust 1,,380069.7681,0.00013132,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,South Australian Government Financing Authority,,1003815.94,0.00034682,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Tasmanian Public Finance Corp,,1078438.037,0.0003726,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Telstra Group Ltd,,548193.3387,0.0001894,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Transpower New Zealand Ltd,,391328.6943,0.00013521,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Transurban Queensland Finance Pty Ltd,,278496.4267,0.00009622,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Treasury Corp of Victoria,,6614427.95,0.0022853,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,UBS AG/Australia,,100592.8466,0.00003476,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,United Energy Distribution Pty Ltd,,40977.92666,0.00001416,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,United Overseas Bank Ltd/Sydney,,43308.12944,0.00001496,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,University Of Melbourne,,80695.25224,0.00002788,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,University of Sydney/The,,575357.5613,0.00019879,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,University of Technology Sydney,,570978.2647,0.00019727,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,University of Wollongong/The,,261055.5574,0.0000902,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Western Australian Treasury Corp,,1654761.242,0.00057172,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Westpac Banking Corp,,651109.2444,0.00022496,,,
31/12/2024,Conservative,Fixed Income,Internally Managed,Woolworths Group Ltd,,901967.1093,0.00031163,,,
31/12/2024,Conservative,Fixed Income External Total,,,,1014469408,0.35050185,,,
31/12/2024,Conservative,Fixed Income Internal Total,,,,71857646.57,0.02482701,,,
31/12/2024,Conservative,Listed Equity,,360 Security Technology Inc,417.929081,957.125098,0.00000033,,,CNE100002RZ2
31/12/2024,Conservative,Listed Equity,,37 Interactive Entertainment Network Technology Group Co Ltd,133.352371,461.491039,0.00000016,,,CNE1000010N2
31/12/2024,Conservative,Listed Equity,,3i Group PLC,926.82327,66816.17922,0.00002309,,,GB00B1YW4409
31/12/2024,Conservative,Listed Equity,,3M Co,1966.016678,409905.6657,0.00014162,,,US88579Y1010
31/12/2024,Conservative,Listed Equity,,a2 Milk Co Ltd/The,54688.51151,316099.5965,0.00010921,,,NZATME0002S8
31/12/2024,Conservative,Listed Equity,,AAC Technologies Holdings Inc,721.752526,5627.520939,0.00000194,,,KYG2953R1149
31/12/2024,Conservative,Listed Equity,,ABB India Ltd,53.244715,6943.147802,0.0000024,,,INE117A01022
31/12/2024,Conservative,Listed Equity,,ABB Ltd,4699.810434,411009.8787,0.000142,,,CH0012221716
31/12/2024,Conservative,Listed Equity,,Abbott Laboratories,3029.920849,553523.9397,0.00019124,,,US0028241000
31/12/2024,Conservative,Listed Equity,,AbbVie Inc,4596.960241,1319356.916,0.00045584,,,US00287Y1091
31/12/2024,Conservative,Listed Equity,,ABIOMED Inc,20.49984,1158.837778,0.0000004,,,US003CVR0169
31/12/2024,Conservative,Listed Equity,,ABN AMRO Bank NV,7293.170999,181620.6009,0.00006275,,,NL0011540547
31/12/2024,Conservative,Listed Equity,,Absa Group Ltd,855.902262,13900.74413,0.0000048,,,ZAE000255915
31/12/2024,Conservative,Listed Equity,,Abu Dhabi Commercial Bank PJSC,2960.078953,13562.76034,0.00000469,,,AEA000201011
31/12/2024,Conservative,Listed Equity,,Abu Dhabi Islamic Bank PJSC,1460.153476,8873.268442,0.00000307,,,AEA000801018
31/12/2024,Conservative,Listed Equity,,Abu Dhabi National Oil Co for Distribution PJSC,3140.805786,4861.393968,0.00000168,,,AEA006101017
31/12/2024,Conservative,Listed Equity,,Accent Group Ltd,29708.30586,69517.4357,0.00002402,,,AU000000AX19
31/12/2024,Conservative,Listed Equity,,Accenture PLC,1647.853091,936280.7705,0.00032349,,,IE00B4BNMY34
31/12/2024,Conservative,Listed Equity,,Acciona SA,90.647502,16479.32437,0.00000569,,,ES0125220311
31/12/2024,Conservative,Listed Equity,,Accor SA,118.681758,9336.955715,0.00000323,,,FR0000120404
31/12/2024,Conservative,Listed Equity,,Accton Technology Corp,508.663685,19370.71543,0.00000669,,,TW0002345006
31/12/2024,Conservative,Listed Equity,,Acer Inc,2914.505437,5714.567593,0.00000197,,,TW0002353000
31/12/2024,Conservative,Listed Equity,,ACS Actividades de Construccion y Servicios SA,343.024086,27789.63005,0.0000096,,,ES0167050915
31/12/2024,Conservative,Listed Equity,,Acuity Brands Inc,256.987706,121253.0382,0.00004189,,,US00508Y1029
31/12/2024,Conservative,Listed Equity,,AddTech AB,1002.764119,44149.41541,0.00001525,,,SE0014781795
31/12/2024,Conservative,Listed Equity,,Adecco Group AG,203.33467,8102.874231,0.0000028,,,CH0012138605
31/12/2024,Conservative,Listed Equity,,adidas AG,298.654016,118278.0269,0.00004087,,,DE000A1EWWW0
31/12/2024,Conservative,Listed Equity,,Admiral Group PLC,1061.418864,56766.91144,0.00001961,,,GB00B02J6398
31/12/2024,Conservative,Listed Equity,,ADNOC Drilling Co PJSC,3155.213341,7394.912092,0.00000255,,,AEA007301012
31/12/2024,Conservative,Listed Equity,,Adobe Inc,1396.606407,1003057.316,0.00034656,,,US00724F1012
31/12/2024,Conservative,Listed Equity,,Advanced Drainage Systems Inc,237.492087,44341.57357,0.00001532,,,US00790R1041
31/12/2024,Conservative,Listed Equity,,Advanced Info Service PCL,1125.93394,15307.63488,0.00000529,,,TH0268010R11
31/12/2024,Conservative,Listed Equity,,Advanced Micro Devices Inc,3473.841152,677711.819,0.00023415,,,US0079031078
31/12/2024,Conservative,Listed Equity,,Advanced Micro-Fabrication Equipment Inc China,37.214935,1557.658805,0.00000054,,,CNE100003MM9
31/12/2024,Conservative,Listed Equity,,Advantech Co Ltd,468.740459,8001.494499,0.00000276,,,TW0002395001
31/12/2024,Conservative,Listed Equity,,Advantest Corp,1086.169211,102672.1985,0.00003547,,,JP3122400009
31/12/2024,Conservative,Listed Equity,,Adyen NV,316.816606,761410.2522,0.00026307,,,NL0012969182
31/12/2024,Conservative,Listed Equity,,AECC Aero-Engine Control Co Ltd,226.836508,1116.280878,0.00000039,,,CNE000000RM5
31/12/2024,Conservative,Listed Equity,,AECC Aviation Power Co Ltd,160.847706,1475.248415,0.00000051,,,CNE000000JW1
31/12/2024,Conservative,Listed Equity,,AECOM,1214.54204,209541.1139,0.0000724,,,US00766T1007
31/12/2024,Conservative,Listed Equity,,Aegon Ltd,12255.83909,117244.6659,0.00004051,,,BMG0112X1056
31/12/2024,Conservative,Listed Equity,,Aena SME SA,287.40496,94884.5325,0.00003278,,,ES0105046009
31/12/2024,Conservative,Listed Equity,,Aeon Co Ltd,785.070659,29811.59124,0.0000103,,,JP3388200002
31/12/2024,Conservative,Listed Equity,,AerCap Holdings NV,275.214721,42539.04349,0.0000147,,,NL0000687663
31/12/2024,Conservative,Listed Equity,,Aeroports de Paris SA,506.530564,94626.51447,0.00003269,,,FR0010340141
31/12/2024,Conservative,Listed Equity,,AES Corp/The,891.378991,18528.70484,0.0000064,,,US00130H1059
31/12/2024,Conservative,Listed Equity,,Aflac Inc,2104.952847,351669.7448,0.0001215,,,US0010551028
31/12/2024,Conservative,Listed Equity,,AGC Inc,171.863065,8168.762312,0.00000282,,,JP3112000009
31/12/2024,Conservative,Listed Equity,,Ageas SA/NV,623.125394,48876.74847,0.00001689,,,BE0974264930
31/12/2024,Conservative,Listed Equity,,Agilent Technologies Inc,715.922458,155337.1929,0.00005367,,,US00846U1016
31/12/2024,Conservative,Listed Equity,,AGL Energy Ltd,10818.06026,122135.9004,0.0000422,,,AU000000AGL7
31/12/2024,Conservative,Listed Equity,,Agnico Eagle Mines Ltd,923.996256,116695.1751,0.00004032,,,CA0084741085
31/12/2024,Conservative,Listed Equity,,Agricultural Bank of China Ltd,110929.5955,102175.9533,0.0000353,,,CNE100000Q43
31/12/2024,Conservative,Listed Equity,,Agricultural Bank of China Ltd,5133.516392,6065.714494,0.0000021,,,CNE100000RJ0
31/12/2024,Conservative,Listed Equity,,AIA Group Ltd,29686.90084,347512.7948,0.00012007,,,HK0000069689
31/12/2024,Conservative,Listed Equity,,AIB Group PLC,4742.262169,42273.36148,0.00001461,,,IE00BF0L3536
31/12/2024,Conservative,Listed Equity,,Aier Eye Hospital Group Co Ltd,562.045876,1647.833741,0.00000057,,,CNE100000GR6
31/12/2024,Conservative,Listed Equity,,Ainsworth Game Technology Ltd,11892.4208,10286.94406,0.00000355,,,AU000000AGI3
31/12/2024,Conservative,Listed Equity,,Airbnb Inc,1400.482533,297242.0408,0.0001027,,,US0090661010
31/12/2024,Conservative,Listed Equity,,Airbus SE,4178.372173,1081623.158,0.0003737,,,NL0000235190
31/12/2024,Conservative,Listed Equity,,Air Canada,4698.633456,117457.6576,0.00004058,,,CA0089118776
31/12/2024,Conservative,Listed Equity,,Air China Ltd,1021.45167,1787.804652,0.00000062,,,CNE000001NN0
31/12/2024,Conservative,Listed Equity,,Air Liquide SA,437.865843,114914.1165,0.0000397,,,FR0000120073
31/12/2024,Conservative,Listed Equity,,Air New Zealand Ltd,50912.00997,27747.0455,0.00000959,,,NZAIRE0001S2
