Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Indexed Balanced Growth,Listed Equity,,Judo Capital Holdings Ltd,60731.96322,110532.1731,0.00023879,,,AU0000182271
31/12/2024,Indexed Balanced Growth,Listed Equity,,Julius Baer Group Ltd,188.959143,19754.48732,0.00004268,,,CH0102484968
31/12/2024,Indexed Balanced Growth,Listed Equity,,Jumbo Interactive Ltd,4218.315041,58718.94538,0.00012685,,,AU000000JIN0
31/12/2024,Indexed Balanced Growth,Listed Equity,,Juniper Networks Inc,955.82446,57814.14533,0.0001249,,,US48203R1041
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kajima Corp,882.299501,26122.89571,0.00005644,,,JP3210200006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kakao Corp,848.47802,35559.52267,0.00007682,,,KR7035720002
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kansai Electric Power Co Inc/The,1249.924294,22524.30485,0.00004866,,,JP3228600007
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kao Corp,735.249584,48268.26027,0.00010428,,,JP3205800000
31/12/2024,Indexed Balanced Growth,Listed Equity,,Karoon Energy Ltd,68839.08231,95686.3244,0.00020672,,,AU000000KAR6
31/12/2024,Indexed Balanced Growth,Listed Equity,,KBC Group NV,441.149751,54995.78662,0.00011881,,,BE0003565737
31/12/2024,Indexed Balanced Growth,Listed Equity,,KB Financial Group Inc,702.163353,63862.30841,0.00013797,,,KR7105560007
31/12/2024,Indexed Balanced Growth,Listed Equity,,KDDI Corp,2646.898504,137151.987,0.0002963,,,JP3496400007
31/12/2024,Indexed Balanced Growth,Listed Equity,,KE Holdings Inc,1470.499169,43748.03406,0.00009451,,,US4824971042
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kellanova,699.957604,91537.69832,0.00019776,,,US4878361082
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kelsian Group Ltd,16411.65762,60066.66688,0.00012977,,,AU0000186678
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kenvue Inc,3225.539927,111225.5132,0.00024029,,,US49177J1025
31/12/2024,Indexed Balanced Growth,Listed Equity,,Keppel Ltd,2426.323629,19648.55256,0.00004245,,,SG1U68934629
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kering SA,113.963686,45410.19809,0.0000981,,,FR0000121485
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kerry Group PLC,407.32827,63525.40234,0.00013724,,,IE0004906560
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kesko Oyj,550.701939,16744.20641,0.00003617,,,FI0009000202
31/12/2024,Indexed Balanced Growth,Listed Equity,,Keurig Dr Pepper Inc,1805.03773,93640.97534,0.0002023,,,US49271V1008
31/12/2024,Indexed Balanced Growth,Listed Equity,,KeyCorp,1581.521856,43781.45115,0.00009458,,,US4932671088
31/12/2024,Indexed Balanced Growth,Listed Equity,,Keyence Corp,294.099834,195339.8744,0.00042201,,,JP3236200006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Keyera Corp,735.249584,36297.52944,0.00007842,,,CA4932711001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Keysight Technologies Inc,287.482588,74583.42375,0.00016113,,,US49338L1035
31/12/2024,Indexed Balanced Growth,Listed Equity,,KGI Financial Holding Co Ltd,54408.46925,46103.12671,0.0000996,,,TW0002883006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kia Corp,491.146722,54261.60315,0.00011723,,,KR7000270009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kikkoman Corp,1323.449252,23971.67307,0.00005179,,,JP3240400006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kimberly-Clark Corp,544.819942,115308.413,0.00024911,,,US4943681035
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kinder Morgan Inc,3526.992257,156084.2888,0.0003372,,,US49456B1017
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kingfisher PLC,5651.863556,28432.4617,0.00006142,,,GB0033195214
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kingspan Group PLC,262.484102,30927.01649,0.00006681,,,IE0004927939
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kinross Gold Corp,1755.776008,26322.97918,0.00005687,,,CA4969024047
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kirin Holdings Co Ltd,1470.499169,30964.83038,0.0000669,,,JP3258000003
31/12/2024,Indexed Balanced Growth,Listed Equity,,KKR & Co Inc,1008.76243,240985.3009,0.00052062,,,US48251W1045
31/12/2024,Indexed Balanced Growth,Listed Equity,,KLA Corp,213.22238,217000.2169,0.0004688,,,US4824801009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Knight-Swift Transportation Holdings Inc,367.624792,31492.88663,0.00006804,,,US4990491049
31/12/2024,Indexed Balanced Growth,Listed Equity,,Knorr-Bremse AG,84.553702,9948.34597,0.00002149,,,DE000KBX1006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kobe Bussan Co Ltd,514.674709,18195.05236,0.00003931,,,JP3291200008
31/12/2024,Indexed Balanced Growth,Listed Equity,,KOC Holding AS,1775.627747,14485.01237,0.00003129,,,TRAKCHOL91Q8
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kogan.com Ltd,5242.742469,32557.43073,0.00007034,,,AU000000KGN2
31/12/2024,Indexed Balanced Growth,Listed Equity,,Komatsu Ltd,1396.974211,62451.03359,0.00013492,,,JP3304200003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Konami Group Corp,294.099834,44732.01858,0.00009664,,,JP3300200007
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kone Oyj,400.711024,31498.01132,0.00006805,,,FI0009013403
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kongsberg Gruppen ASA,319.833569,58218.50319,0.00012577,,,NO0003043309
31/12/2024,Indexed Balanced Growth,Listed Equity,,Koninklijke Ahold Delhaize NV,1469.763919,77405.93662,0.00016723,,,NL0011794037
31/12/2024,Indexed Balanced Growth,Listed Equity,,Koninklijke KPN NV,6794.44141,39942.30869,0.00008629,,,NL0000009082
31/12/2024,Indexed Balanced Growth,Listed Equity,,Koninklijke Philips NV,1144.048353,46686.16492,0.00010086,,,NL0000009538
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kotak Mahindra Bank Ltd,2406.47189,81083.94179,0.00017517,,,INE237A01028
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kraft Heinz Co/The,1736.659519,86138.76062,0.00018609,,,US5007541064
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kroger Co/The,1157.282846,114298.3859,0.00024693,,,US5010441013
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kuaishou Technology,4999.697174,42984.98469,0.00009286,,,KYG532631028
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kubota Corp,1470.499169,27791.2726,0.00006004,,,JP3266400005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kuehne + Nagel International AG,152.196664,56364.61548,0.00012177,,,CH0025238863
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kuwait Finance House KSCP,37756.53666,147557.5479,0.00031878,,,KW0EQ0100085
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kweichow Moutai Co Ltd,441.149751,148763.6293,0.00032138,,,CNE0000018R8
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kyocera Corp,2132.223795,34523.36485,0.00007458,,,JP3249600002
31/12/2024,Indexed Balanced Growth,Listed Equity,,Kyowa Kirin Co Ltd,808.774543,19744.42175,0.00004266,,,JP3256000005
31/12/2024,Indexed Balanced Growth,Listed Equity,,L3Harris Technologies Inc,572.759426,194524.512,0.00042024,,,US5024311095
31/12/2024,Indexed Balanced Growth,Listed Equity,,Labcorp Holdings Inc,163.225408,60455.22065,0.00013061,,,US5049221055
31/12/2024,Indexed Balanced Growth,Listed Equity,,La Francaise des Jeux SACA,280.130092,17437.73794,0.00003767,,,FR0013451333
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lamb Weston Holdings Inc,316.892571,34204.84737,0.0000739,,,US5132721045
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lam Research Corp,2051.346341,239309.9318,0.000517,,,US5128073062
31/12/2024,Indexed Balanced Growth,Listed Equity,,Larsen & Toubro Ltd,1498.438653,101982.0731,0.00022032,,,INE018A01030
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lasertec Corp,147.049917,22947.82331,0.00004958,,,JP3979200007
31/12/2024,Indexed Balanced Growth,Listed Equity,,Las Vegas Sands Corp,480.853228,39887.94433,0.00008617,,,US5178341070
31/12/2024,Indexed Balanced Growth,Listed Equity,,Latin Resources Ltd,231029.5626,36964.73002,0.00007986,,,AU000000LRS6
31/12/2024,Indexed Balanced Growth,Listed Equity,,Legal & General Group PLC,11025.80277,51251.57958,0.00011072,,,GB0005603997
31/12/2024,Indexed Balanced Growth,Listed Equity,,LEG Immobilien SE,83.083203,11366.34097,0.00002456,,,DE000LEG1110
31/12/2024,Indexed Balanced Growth,Listed Equity,,Legrand SA,573.494676,90197.81624,0.00019486,,,FR0010307819
31/12/2024,Indexed Balanced Growth,Listed Equity,,Leidos Holdings Inc,259.543103,60388.88644,0.00013046,,,US5253271028
31/12/2024,Indexed Balanced Growth,Listed Equity,,L E Lundbergforetagen AB,28.674734,2099.946338,0.00000454,,,SE0000108847
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lennar Corp,376.447787,82913.97065,0.00017912,,,US5260571048
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lennox International Inc,51.467471,50648.68227,0.00010942,,,US5261071071
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lenovo Group Ltd,24998.48587,52392.81928,0.00011319,,,HK0992009065
31/12/2024,Indexed Balanced Growth,Listed Equity,,Leo Lithium Ltd,72817.62246,36772.90293,0.00007944,,,AU0000221251
31/12/2024,Indexed Balanced Growth,Listed Equity,,Leonardo SpA,1580.051357,68521.63649,0.00014803,,,IT0003856405
31/12/2024,Indexed Balanced Growth,Listed Equity,,LG Chem Ltd,109.552188,30047.81975,0.00006491,,,KR7051910008
31/12/2024,Indexed Balanced Growth,Listed Equity,,LG Corp,287.482588,22708.89661,0.00004906,,,KR7003550001
31/12/2024,Indexed Balanced Growth,Listed Equity,,LG Electronics Inc,408.063519,37382.31668,0.00008076,,,KR7066570003
31/12/2024,Indexed Balanced Growth,Listed Equity,,LG Energy Solution Ltd,102.199692,39019.41605,0.0000843,,,KR7373220003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Li Auto Inc,2205.748753,43087.40496,0.00009308,,,KYG5479M1050
31/12/2024,Indexed Balanced Growth,Listed Equity,,Liberty Media Corp-Liberty Formula One,400.711024,59969.1251,0.00012956,,,US5312297550
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lifco AB,200.723137,9406.592019,0.00002032,,,SE0015949201
31/12/2024,Indexed Balanced Growth,Listed Equity,,Life360 Inc,12881.79801,290355.7271,0.00062728,,,AU0000045098
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lifestyle Communities Ltd,6265.734118,53634.68405,0.00011587,,,AU000000LIC9
31/12/2024,Indexed Balanced Growth,Listed Equity,,Light & Wonder Inc,1428.598865,195946.6204,0.00042332,,,AU0000278103
31/12/2024,Indexed Balanced Growth,Listed Equity,,Linde PLC,791.128553,534962.1127,0.00115572,,,IE000S9YS762
31/12/2024,Indexed Balanced Growth,Listed Equity,,Li Ning Co Ltd,6249.621468,21388.53541,0.00004621,,,KYG5496K1242
31/12/2024,Indexed Balanced Growth,Listed Equity,,Liontown Resources Ltd,115356.8458,60562.34761,0.00013084,,,AU000000LTR4
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lite-On Technology Corp,5146.747091,25228.494,0.0000545,,,TW0002301009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Live Nation Entertainment Inc,272.777596,57053.53698,0.00012326,,,US5380341090
31/12/2024,Indexed Balanced Growth,Listed Equity,,LKQ Corp,507.322213,30112.39672,0.00006505,,,US5018892084
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lloyds Banking Group PLC,89815.88349,99522.69997,0.00021501,,,GB0008706128
31/12/2024,Indexed Balanced Growth,Listed Equity,,Loblaw Cos Ltd,269.836598,57324.1603,0.00012384,,,CA5394811015
31/12/2024,Indexed Balanced Growth,Listed Equity,,Localiza Rent a Car SA,3435.821308,28923.64519,0.00006249,,,BRRENTACNOR4
31/12/2024,Indexed Balanced Growth,Listed Equity,,Loews Corp,380.124035,51994.99779,0.00011233,,,US5404241086
31/12/2024,Indexed Balanced Growth,Listed Equity,,Logitech International SA,300.71708,40216.73324,0.00008688,,,CH0025751329
31/12/2024,Indexed Balanced Growth,Listed Equity,,London Stock Exchange Group PLC,753.630824,172031.2053,0.00037165,,,GB00B0SWJX34
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lonza Group AG,89.700449,85655.09139,0.00018505,,,CH0013841017
31/12/2024,Indexed Balanced Growth,Listed Equity,,L'Oreal SA,301.45233,172348.789,0.00037234,,,FR0000120321
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lottery Corp Ltd/The,130875.4496,646524.7211,0.00139673,,,AU0000219529
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lotus Resources Ltd,93115.93046,18623.18609,0.00004023,,,AU0000058737
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lovisa Holdings Ltd,3787.581715,114233.4645,0.00024679,,,AU000000LOV7
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lowe's Cos Inc,870.535508,347005.0264,0.00074966,,,US5486611073
31/12/2024,Indexed Balanced Growth,Listed Equity,,LPL Financial Holdings Inc,124.992429,65915.00761,0.0001424,,,US50212V1008
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lululemon Athletica Inc,180.871398,111712.8807,0.00024134,,,US5500211090
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lundin Mining Corp,963.176956,13380.13076,0.00002891,,,CA5503721063
31/12/2024,Indexed Balanced Growth,Listed Equity,,LVMH Moet Hennessy Louis Vuitton SE,421.298012,447774.1068,0.00096736,,,FR0000121014
31/12/2024,Indexed Balanced Growth,Listed Equity,,LY Corp,2279.273712,9823.963798,0.00002122,,,JP3933800009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Lynas Rare Earths Ltd,54150.35799,348186.8019,0.00075221,,,AU000000LYC6
31/12/2024,Indexed Balanced Growth,Listed Equity,,LyondellBasell Industries NV,472.030233,56622.28369,0.00012233,,,NL0009434992
31/12/2024,Indexed Balanced Growth,Listed Equity,,M3 Inc,147.049917,2111.166247,0.00000456,,,JP3435750009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Maas Group Holdings Ltd,11591.03381,55521.05194,0.00011995,,,AU0000118564
31/12/2024,Indexed Balanced Growth,Listed Equity,,MAC Copper Ltd,1529.821197,26328.2228,0.00005688,,,AU0000319733
31/12/2024,Indexed Balanced Growth,Listed Equity,,Macquarie Group Ltd,21645.06753,4797629.218,0.01036466,,,AU000000MQG1
31/12/2024,Indexed Balanced Growth,Listed Equity,,Macquarie Technology Group Ltd,724.349877,63967.33763,0.00013819,,,AU000000MAQ4
31/12/2024,Indexed Balanced Growth,Listed Equity,,MA Financial Group Ltd,7005.159662,42871.57713,0.00009262,,,AU0000156218
31/12/2024,Indexed Balanced Growth,Listed Equity,,Magellan Financial Group Ltd,10822.17482,120342.584,0.00025998,,,AU000000MFG4
31/12/2024,Indexed Balanced Growth,Listed Equity,,Magna International Inc,597.757912,40331.07926,0.00008713,,,CA5592224011
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mahindra & Mahindra Ltd,1649.164818,93556.1643,0.00020212,,,INE101A01026
31/12/2024,Indexed Balanced Growth,Listed Equity,,Makita Corp,220.574875,10978.23212,0.00002372,,,JP3862400003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Malayan Banking Bhd,21395.76291,79136.80237,0.00017096,,,MYL1155OO000
31/12/2024,Indexed Balanced Growth,Listed Equity,,Manhattan Associates Inc,111.022687,48457.99878,0.00010469,,,US5627501092
31/12/2024,Indexed Balanced Growth,Listed Equity,,Manulife Financial Corp,2459.40986,121967.6273,0.0002635,,,CA56501R1064
31/12/2024,Indexed Balanced Growth,Listed Equity,,Marathon Petroleum Corp,549.966689,123912.3845,0.0002677,,,US56585A1025
31/12/2024,Indexed Balanced Growth,Listed Equity,,Markel Group Inc,19.116489,53297.99975,0.00011514,,,US5705351048
31/12/2024,Indexed Balanced Growth,Listed Equity,,MarketAxess Holdings Inc,69.113461,25232.0232,0.00005451,,,US57060D1081
31/12/2024,Indexed Balanced Growth,Listed Equity,,Marriott International Inc/MD,373.506789,168272.6021,0.00036353,,,US5719032022
31/12/2024,Indexed Balanced Growth,Listed Equity,,Marsh & McLennan Cos Inc,812.450791,278725.14,0.00060215,,,US5717481023
31/12/2024,Indexed Balanced Growth,Listed Equity,,Martin Marietta Materials Inc,82.347953,68695.33921,0.00014841,,,US5732841060
31/12/2024,Indexed Balanced Growth,Listed Equity,,Marubeni Corp,1911.64892,47002.61634,0.00010154,,,JP3877600001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Maruti Suzuki India Ltd,372.03629,76209.93553,0.00016464,,,INE585B01010
31/12/2024,Indexed Balanced Growth,Listed Equity,,Marvell Technology Inc,1358.741232,242385.4808,0.00052364,,,US5738741041
31/12/2024,Indexed Balanced Growth,Listed Equity,,Masco Corp,391.888029,45932.83555,0.00009923,,,US5745991068
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mastercard Inc,1287.422022,1094916.925,0.00236543,,,US57636Q1040
31/12/2024,Indexed Balanced Growth,Listed Equity,,Match Group Inc,322.774568,17052.34216,0.00003684,,,US57667L1070
31/12/2024,Indexed Balanced Growth,Listed Equity,,MatsukiyoCocokara & Co,1102.874377,26125.16028,0.00005644,,,JP3869010003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Max Healthcare Institute Ltd,1425.648944,30341.69901,0.00006555,,,INE027H01010
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mayne Pharma Group Ltd,6161.640231,30623.35195,0.00006616,,,AU000000MYX0
31/12/2024,Indexed Balanced Growth,Listed Equity,,McCormick & Co Inc/MD,507.322213,62469.9148,0.00013496,,,US5797802064
31/12/2024,Indexed Balanced Growth,Listed Equity,,McDonald's Corp,1135.225358,531519.7918,0.00114828,,,US5801351017
31/12/2024,Indexed Balanced Growth,Listed Equity,,McKesson Corp,210.281381,193558.0411,0.00041816,,,US58155Q1031
31/12/2024,Indexed Balanced Growth,Listed Equity,,McMillan Shakespeare Ltd,3573.65083,53604.76245,0.00011581,,,AU000000MMS5
31/12/2024,Indexed Balanced Growth,Listed Equity,,MediaTek Inc,2205.748753,153761.606,0.00033218,,,TW0002454006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Medibank Pvt Ltd,167185.5511,633633.2387,0.00136888,,,AU000000MPL3
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mediobanca Banca di Credito Finanziario SpA,597.022663,14053.78113,0.00003036,,,IT0000062957
31/12/2024,Indexed Balanced Growth,Listed Equity,,Medtronic PLC,1982.23288,255738.9367,0.00055249,,,IE00BTN1Y115
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mega Financial Holding Co Ltd,30050.38577,57292.32399,0.00012377,,,TW0002886009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Megaport Ltd,9461.775399,69733.28469,0.00015065,,,AU000000MP15
31/12/2024,Indexed Balanced Growth,Listed Equity,,MEIJI Holdings Co Ltd,735.249584,24187.02032,0.00005225,,,JP3918000005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Meituan,8528.89518,269014.6326,0.00058117,,,KYG596691041
31/12/2024,Indexed Balanced Growth,Listed Equity,,Melrose Industries PLC,5339.382483,59812.37724,0.00012922,,,GB00BNGDN821
31/12/2024,Indexed Balanced Growth,Listed Equity,,MercadoLibre Inc,72.054459,197891.1169,0.00042752,,,US58733R1023
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mercedes-Benz Group AG,1169.046839,105188.4818,0.00022725,,,DE0007100000
31/12/2024,Indexed Balanced Growth,Listed Equity,,Merck & Co Inc,3992.405244,641467.2942,0.00138581,,,US58933Y1055
31/12/2024,Indexed Balanced Growth,Listed Equity,,Merck KGaA,200.723137,46964.44219,0.00010146,,,DE0006599905
31/12/2024,Indexed Balanced Growth,Listed Equity,,Meridian Energy Ltd,3703.452157,19805.2416,0.00004279,,,NZMELE0002S7
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mesoblast Ltd,51204.85993,158735.0658,0.00034293,,,AU000000MSB8
31/12/2024,Indexed Balanced Growth,Listed Equity,,Meta Platforms Inc,3410.822822,3225504.113,0.00696828,,,US30303M1027
31/12/2024,Indexed Balanced Growth,Listed Equity,,Metcash Ltd,68318.61287,211787.6999,0.00045754,,,AU000000MTS0
31/12/2024,Indexed Balanced Growth,Listed Equity,,Meteoric Resources NL,184941.0967,15719.99322,0.00003396,,,AU000000MEI3
31/12/2024,Indexed Balanced Growth,Listed Equity,,Metlen Energy & Metals SA,249.984859,14014.31294,0.00003028,,,GRS393503008
31/12/2024,Indexed Balanced Growth,Listed Equity,,MetLife Inc,831.56728,109971.2951,0.00023758,,,US59156R1086
31/12/2024,Indexed Balanced Growth,Listed Equity,,Metro Inc/CN,407.32827,41237.74493,0.00008909,,,CA59162N1096
31/12/2024,Indexed Balanced Growth,Listed Equity,,Metso Oyj,1356.535483,20373.30278,0.00004401,,,FI0009014575
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mettler-Toledo International Inc,25.733735,50859.81654,0.00010988,,,US5926881054
31/12/2024,Indexed Balanced Growth,Listed Equity,,MGM Resorts International,520.556706,29132.34578,0.00006294,,,US5529531015
31/12/2024,Indexed Balanced Growth,Listed Equity,,M&G PLC,1619.019585,6479.409021,0.000014,,,GB00BKFB1C65
31/12/2024,Indexed Balanced Growth,Listed Equity,,Microchip Technology Inc,844.801773,78251.44423,0.00016905,,,US5950171042
31/12/2024,Indexed Balanced Growth,Listed Equity,,Micron Technology Inc,1704.308537,231663.7405,0.00050048,,,US5951121038
31/12/2024,Indexed Balanced Growth,Listed Equity,,Microsoft Corp,11041.97826,7517069.914,0.01623965,,,US5949181045
31/12/2024,Indexed Balanced Growth,Listed Equity,,MicroStrategy Inc,284.541589,133100.1148,0.00028755,,,US5949724083
31/12/2024,Indexed Balanced Growth,Listed Equity,,MINEBEA MITSUMI Inc,514.674709,13590.75035,0.00002936,,,JP3906000009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mineral Resources Ltd,10373.49427,355292.1788,0.00076756,,,AU000000MIN4
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mitsubishi Chemical Group Corp,2205.748753,18127.79908,0.00003916,,,JP3897700005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mitsubishi Corp,5293.797008,141667.5003,0.00030605,,,JP3898400001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mitsubishi Electric Corp,3235.098172,89334.06709,0.00019299,,,JP3902400005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mitsubishi Estate Co Ltd,1617.549086,36579.755,0.00007903,,,JP3899600005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mitsubishi Heavy Industries Ltd,5514.371884,125978.8034,0.00027216,,,JP3900000005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mitsubishi UFJ Financial Group Inc,18381.23961,348713.2612,0.00075335,,,JP3902900004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mitsui Chemicals Inc,661.724626,23597.6516,0.00005098,,,JP3888300005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mitsui & Co Ltd,3823.297839,130094.6056,0.00028105,,,JP3893600001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mitsui Fudosan Co Ltd,3602.722964,47021.50491,0.00010158,,,JP3893200000
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mitsui OSK Lines Ltd,808.774543,45780.80064,0.0000989,,,JP3362700001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mizrahi Tefahot Bank Ltd,502.175466,35081.56633,0.00007579,,,IL0006954379
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mizuho Financial Group Inc,3624.780451,144275.0261,0.00031169,,,JP3885780001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Moderna Inc,508.057463,34119.40402,0.00007371,,,US60770K1079
31/12/2024,Indexed Balanced Growth,Listed Equity,,Molina Healthcare Inc,113.228436,53226.41585,0.00011499,,,US60855R1005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Molson Coors Beverage Co,329.391814,30494.60886,0.00006588,,,US60871R2094
31/12/2024,Indexed Balanced Growth,Listed Equity,,Monadelphous Group Ltd,4987.891917,69830.48684,0.00015086,,,AU000000MND5
31/12/2024,Indexed Balanced Growth,Listed Equity,,Monash IVF Group Ltd,34613.73009,43959.43722,0.00009497,,,AU000000MVF3
31/12/2024,Indexed Balanced Growth,Listed Equity,,Moncler SpA,530.8502,45261.1777,0.00009778,,,IT0004965148
31/12/2024,Indexed Balanced Growth,Listed Equity,,Monday.com Ltd,73.524958,27958.84333,0.0000604,,,IL0011762130
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mondelez International Inc,2327.800184,224565.141,0.00048514,,,US6092071058
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mondi PLC,1011.703428,24393.6328,0.0000527,,,GB00BMWC6P49
31/12/2024,Indexed Balanced Growth,Listed Equity,,MongoDB Inc,114.698935,43128.57893,0.00009317,,,US60937P1066
31/12/2024,Indexed Balanced Growth,Listed Equity,,Monolithic Power Systems Inc,76.465957,73075.83859,0.00015787,,,US6098391054
31/12/2024,Indexed Balanced Growth,Listed Equity,,Monster Beverage Corp,1238.89555,105170.5564,0.00022721,,,US61174X1090
31/12/2024,Indexed Balanced Growth,Listed Equity,,Moody's Corp,231.603619,177072.1205,0.00038254,,,US6153691059
31/12/2024,Indexed Balanced Growth,Listed Equity,,Morgan Stanley,1841.800209,373982.2675,0.00080794,,,US6174464486
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mosaic Co/The,602.16941,23905.87558,0.00005165,,,US61945C1036
31/12/2024,Indexed Balanced Growth,Listed Equity,,Motorola Solutions Inc,288.217837,215170.688,0.00046485,,,US6200763075
31/12/2024,Indexed Balanced Growth,Listed Equity,,Mowi ASA,1165.370591,32275.17013,0.00006973,,,NO0003054108
31/12/2024,Indexed Balanced Growth,Listed Equity,,MS&AD Insurance Group Holdings Inc,2058.698837,72970.60967,0.00015764,,,JP3890310000
31/12/2024,Indexed Balanced Growth,Listed Equity,,MSCI Inc,116.904684,113290.7705,0.00024475,,,US55354G1004
31/12/2024,Indexed Balanced Growth,Listed Equity,,M&T Bank Corp,258.807854,78589.13701,0.00016978,,,US55261F1049
31/12/2024,Indexed Balanced Growth,Listed Equity,,MTN Group Ltd,3767.418871,29663.10775,0.00006408,,,ZAE000042164
31/12/2024,Indexed Balanced Growth,Listed Equity,,MTR Corp Ltd,4518.843946,25462.0975,0.00005501,,,HK0066009694
31/12/2024,Indexed Balanced Growth,Listed Equity,,MTU Aero Engines AG,179.400899,96612.76593,0.00020872,,,DE000A0D9PT0
31/12/2024,Indexed Balanced Growth,Listed Equity,,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,213.22238,173702.0453,0.00037526,,,DE0008430026
31/12/2024,Indexed Balanced Growth,Listed Equity,,Murata Manufacturing Co Ltd,2573.373546,67689.28985,0.00014623,,,JP3914400001
