Asset_Class,Management_Type,Name,Dollar_Value,Weighting_Percentage,Security_Identifier,Currency,Listing_Status,Super_Fund,Option_Name,Weighting_Percentage_Clean,Domain,Parsed_Name,Sector,Description
Fixed Income,Internally,NBN CO. LTD.,665026.0,0.24,-,-,,Rest,Sustainable Growth,0.2416110096895197,,,,
Fixed Income,Internally,COMMONWEALTH BANK OF AUSTRALIA LTD.,494160.0,0.17,-,-,,Rest,Sustainable Growth,0.1795335769551462,,,,
Fixed Income,Internally,AIRSERVICES AUSTRALIA,467904.0,0.17,-,-,,Rest,Sustainable Growth,0.1699944932645716,,,,
Fixed Income,Internally,CANADIAN IMPERIAL BANK OF COMMERCE,397220.0,0.14,-,-,,Rest,Sustainable Growth,0.1443142452608936,,,,
Fixed Income,Internally,BANK OF CHINA LTD.,363447.0,0.13,-,-,,Rest,Sustainable Growth,0.1320441556249332,,,,
Fixed Income,Internally,MACQUARIE BANK LTD,313587.0,0.11,-,-,,Rest,Sustainable Growth,0.1139294880132617,,,,
Fixed Income,Internally,BANK OF QUEENSLAND LTD.,290453.0,0.1,-,-,,Rest,Sustainable Growth,0.105524660084493,,,,
Fixed Income,Internally,SUMITOMO MITSUI BANKING CORP.,258825.0,0.09,-,-,,Rest,Sustainable Growth,0.094033871732669,,,,
Fixed Income,Internally,NORFINA LTD.,208364.0,0.07,-,-,,Rest,Sustainable Growth,0.0757008544371905,,,,
Fixed Income,Internally,ROYAL BANK OF CANADA,206060.0,0.07,-,-,,Rest,Sustainable Growth,0.0748637867641602,,,,
Fixed Income,Internally,MIZUHO BANK LTD.,167694.0,0.06,-,-,,Rest,Sustainable Growth,0.0609250114414689,,,,
Fixed Income,Internally,UNITED OVERSEAS BANK LTD.,150938.0,0.05,-,-,,Rest,Sustainable Growth,0.0548373786596565,,,,
Fixed Income,Internally,FIRSTMAC MORTGAGE FUNDING TRUST NO. 4,148523.0,0.05,-,-,,Rest,Sustainable Growth,0.0539599835075869,,,,
Fixed Income,Internally,UBS GROUP AG,146112.0,0.05,-,-,,Rest,Sustainable Growth,0.0530840415980053,,,,
Fixed Income,Internally,APOLLO TRUST,117183.0,0.04,-,-,,Rest,Sustainable Growth,0.0425738286148917,,,,
Fixed Income,Internally,ING BANK AUSTRALIA LTD.,104155.0,0.04,-,-,,Rest,Sustainable Growth,0.0378406178318019,,,,
Fixed Income,Internally,IDOL TRUST,86943.0,0.03,-,-,,Rest,Sustainable Growth,0.0315873154063689,,,,
Fixed Income,Internally,PUMA SERIES 2023-1,71125.0,0.03,-,-,,Rest,Sustainable Growth,0.025840467987969,,,,
Fixed Income,Internally,RABOBANK UA/AU,45879.0,0.02,-,-,,Rest,Sustainable Growth,0.0166683280255891,,,,
Fixed Income,Internally,LION TRUST,36270.0,0.01,-,-,,Rest,Sustainable Growth,0.0131772762590317,,,,
Fixed Income,Internally,PROGRESS TRUST,28830.0,0.01,-,-,,Rest,Sustainable Growth,0.010474245231538,,,,
Fixed Income,Internally,MEDALLION TRUST,26903.0,0.01,-,-,,Rest,Sustainable Growth,0.0097741456629923,,,,
Fixed Income,Internally,THE SUPERANNUATION MEMBERS HOME LOAN PROGRAMME,26388.0,0.01,-,-,,Rest,Sustainable Growth,0.0095870406926752,,,,
Fixed Income,Internally,WESTPAC SECURITISATION TRUST,19370.0,0.01,-,-,,Rest,Sustainable Growth,0.0070373267476549,,,,
Fixed Income,Internally,KINGFISHER TRUST,18934.0,0.01,-,-,,Rest,Sustainable Growth,0.0068789233164738,,,,
Fixed Income,Internally,NATIONAL RMBS TRUST,18556.0,0.01,-,-,,Rest,Sustainable Growth,0.0067415919013673,,,,
Fixed Income,Internally,REDS TRUST,16320.0,0.01,-,-,,Rest,Sustainable Growth,0.0059292293506313,,,,
Fixed Income,Internally,TORRENS TRUST,13873.0,0.0,-,-,,Rest,Sustainable Growth,0.0050402082586586,,,,
Fixed Income,Internally,CNH INDUSTRIAL CAPITAL AUSTRALIA RECEIVABLES TRUST,2848.0,0.0,-,-,,Rest,Sustainable Growth,0.0010347086513846,,,,
Fixed Income,Externally,UBS ASSET MANAGEMENT (AUSTRALIA) LIMITED,16525731.0,5.85,-,-,,Rest,Sustainable Growth,6.003973608200877,,,,
Fixed Income,Externally,WESTERN ASSET MANAGEMENT COMPANY PTY LTD,1.0,0.0,-,-,,Rest,Sustainable Growth,3.6331062197495993e-07,,,,
Equity,-,Commonwealth Bank Of Australia Ltd.,12474625.0,4.41,CBA AU,-,Listed,Rest,Sustainable Growth,4.532163767654385,commbank.com.au,Commonwealth Bank,,
Equity,-,Nvidia Corp.,6687986.0,2.37,NVDA US,-,Listed,Rest,Sustainable Growth,2.4298163534198247,nvidia.com,Nvidia,,
Equity,-,National Australia Bank Ltd.,6477118.0,2.29,NAB AU,-,Listed,Rest,Sustainable Growth,2.353205769185209,nab.com.au,National Australia Bank,,
Equity,-,Microsoft Corp.,6380600.0,2.26,MSFT US,-,Listed,Rest,Sustainable Growth,2.3181397545734295,microsoft.com,Microsoft,,
Equity,-,Csl Ltd.,5282050.0,1.87,CSL AU,-,Listed,Rest,Sustainable Growth,1.9190248708028372,csl.com,CSL,,
Equity,-,Anz Group Holdings Ltd.,4982542.0,1.76,ANZ AU,-,Listed,Rest,Sustainable Growth,1.8102104330363609,anz.com,ANZ,,
Equity,-,"Amazon.Com, Inc.",3989116.0,1.41,AMZN US,-,Listed,Rest,Sustainable Growth,1.4492882150902644,amazon.com,Amazon,,
Equity,-,Telstra Group Ltd.,3512750.0,1.24,TLS AU,-,Listed,Rest,Sustainable Growth,1.2762193873425407,telstra.com.au,Telstra,,
Equity,-,Coles Group Ltd.,2425952.0,0.86,COL AU,-,Listed,Rest,Sustainable Growth,0.8813741300013981,coles.com.au,Coles,,
Equity,-,Woolworths Group Ltd.,1741410.0,0.62,WOW AU,-,Listed,Rest,Sustainable Growth,0.632672750213415,woolworthsgroup.com.au,Woolworths Group,,
Equity,-,Brambles Ltd.,1697383.0,0.6,BXB AU,-,Listed,Rest,Sustainable Growth,0.6166772734597235,brambles.com,Brambles,,
Equity,-,Computershare Ltd.,1645924.0,0.58,CPU AU,-,Listed,Rest,Sustainable Growth,0.597981672163514,computershare.com,Computershare,,
Equity,-,"Visa, Inc.",1547715.0,0.55,V US,-,Listed,Rest,Sustainable Growth,0.5623012992899751,visa.com,Visa,,
Equity,-,Eli Lilly & Co.,1534161.0,0.54,LLY US,-,Listed,Rest,Sustainable Growth,0.5573769871197265,lilly.com,Eli Lilly,,
Equity,-,Bluescope Steel Ltd.,1531744.0,0.54,BSL AU,-,Listed,Rest,Sustainable Growth,0.5564988653464131,bluescope.com,BlueScope Steel,,
Equity,-,Suncorp Group Ltd.,1394782.0,0.49,SUN AU,-,Listed,Rest,Sustainable Growth,0.5067391159394785,suncorpgroup.com.au,Suncorp Group,,
Equity,-,"Mastercard, Inc.",1271233.0,0.45,MA US,-,Listed,Rest,Sustainable Growth,0.4618524519050943,mastercard.com,Mastercard,,
Equity,-,Cochlear Ltd.,1213264.0,0.43,COH AU,-,Listed,Rest,Sustainable Growth,0.4407916984598278,cochlear.com,Cochlear,,
Equity,-,Sims Ltd.,1170107.0,0.41,SGM AU,-,Listed,Rest,Sustainable Growth,0.4251123019472545,simsltd.com,Sims,,
Equity,-,"Home Depot, Inc.",1165158.0,0.41,HD US,-,Listed,Rest,Sustainable Growth,0.4233142776791003,homedepot.com,Home Depot,,
Equity,-,Bendigo And Adelaide Bank Ltd.,1151301.0,0.41,BEN AU,-,Listed,Rest,Sustainable Growth,0.4182798823903934,bendigobank.com.au,Bendigo and Adelaide Bank,,
Equity,-,Iluka Resources Ltd.,1100213.0,0.39,ILU AU,-,Listed,Rest,Sustainable Growth,0.3997190693349366,iluka.com,Iluka Resources,,
Equity,-,Perseus Mining Ltd.,1086168.0,0.38,PRU AU,-,Listed,Rest,Sustainable Growth,0.3946163716492983,perseusmining.com,Perseus Mining,,
Equity,-,Amcor Plc,1084019.0,0.38,AMC AU,-,Listed,Rest,Sustainable Growth,0.393835617122674,amcor.com,Amcor,,
Equity,-,Cognizant Technology Solutions Corp.,1081495.0,0.38,CTSH US,-,Listed,Rest,Sustainable Growth,0.3929186211128093,cognizant.com,Cognizant Technology Solutions,,
Equity,-,"Booking Holdings, Inc.",1046880.0,0.37,BKNG US,-,Listed,Rest,Sustainable Growth,0.3803426239331461,bookingholdings.com,Booking Holdings,,
Equity,-,Pilbara Minerals Ltd.,982697.0,0.35,PLS AU,-,Listed,Rest,Sustainable Growth,0.3570242582829272,pilbaraminerals.com.au,Pilbara Minerals,,
Equity,-,Perenti Ltd.,943542.0,0.33,PRN AU,-,Listed,Rest,Sustainable Growth,0.3427988308794977,perentigroup.com,Perenti,,
Equity,-,James Hardie Industries Plc,934556.0,0.33,JHX AU,-,Listed,Rest,Sustainable Growth,0.3395341216304307,jameshardie.com,James Hardie,,
Equity,-,"Netflix, Inc.",915714.0,0.32,NFLX US,-,Listed,Rest,Sustainable Growth,0.3326886228911784,netflix.com,Netflix,,
Equity,-,"Abbvie, Inc.",882226.0,0.31,ABBV US,-,Listed,Rest,Sustainable Growth,0.320522076782481,abbvie.com,AbbVie,,
Equity,-,Bank Of America Corp.,867164.0,0.31,BAC US,-,Listed,Rest,Sustainable Growth,0.3150498921942942,bankofamerica.com,Bank of America,,
Equity,-,Jb Hi-Fi Ltd.,859339.0,0.3,JBH AU,-,Listed,Rest,Sustainable Growth,0.3122069865773401,jbhifi.com.au,JB Hi-Fi,,
Equity,-,Igo Ltd.,858188.0,0.3,IGO AU,-,Listed,Rest,Sustainable Growth,0.3117888160514469,igo.com.au,IGO,,
Equity,-,Auckland International Airport Ltd.,825508.0,0.29,AIA AU,-,Listed,Rest,Sustainable Growth,0.2999158249253052,aucklandairport.co.nz,Auckland International Airport,,
Equity,-,Transurban Group,824550.0,0.29,TCL AU,-,Listed,Rest,Sustainable Growth,0.2995677733494532,transurban.com,Transurban,,
Equity,-,Accenture Plc,804227.0,0.28,ACN US,-,Listed,Rest,Sustainable Growth,0.2921842115790561,accenture.com,Accenture,,
Equity,-,"Godaddy, Inc.",800214.0,0.28,GDDY US,-,Listed,Rest,Sustainable Growth,0.2907262460530705,godaddy.com,GoDaddy,,
Equity,-,Sonic Healthcare Ltd.,795139.0,0.28,SHL AU,-,Listed,Rest,Sustainable Growth,0.2888824446465476,sonichealthcare.com,Sonic Healthcare,,
Equity,-,Parker-Hannifin Corp.,791832.0,0.28,PH US,-,Listed,Rest,Sustainable Growth,0.2876809764196765,parker.com,Parker Hannifin,,
Equity,-,Wisetech Global Ltd.,765271.0,0.27,WTC AU,-,Listed,Rest,Sustainable Growth,0.2780310829893996,wisetechglobal.com,WiseTech Global,,
Equity,-,Boston Scientific Corp.,761178.0,0.27,BSX US,-,Listed,Rest,Sustainable Growth,0.276544052613656,bostonscientific.com,Boston Scientific,,
Equity,-,"Unitedhealth Group, Inc.",735667.0,0.26,UNH US,-,Listed,Rest,Sustainable Growth,0.2672756353364529,unitedhealthgroup.com,UnitedHealth Group,,
Equity,-,Garmin Ltd.,735418.0,0.26,GRMN US,-,Listed,Rest,Sustainable Growth,0.267185170991581,garmin.com,Garmin,,
Equity,-,"Citigroup, Inc.",725297.0,0.26,C US,-,Listed,Rest,Sustainable Growth,0.2635081041865725,citigroup.com,Citigroup,,
Equity,-,Bank Of Queensland Ltd.,722513.0,0.26,BOQ AU,-,Listed,Rest,Sustainable Growth,0.2624966474149942,boq.com.au,Bank of Queensland,,
Equity,-,Novo Nordisk As,721689.0,0.26,NOVOB DC,-,Listed,Rest,Sustainable Growth,0.2621972794624869,novonordisk.com,Novo Nordisk,,
Equity,-,Royal Bank Of Canada,720288.0,0.25,RY CN,-,Listed,Rest,Sustainable Growth,0.2616882812810999,rbc.com,Royal Bank of Canada,,
Equity,-,Rea Group Ltd.,717213.0,0.25,REA AU,-,Listed,Rest,Sustainable Growth,0.2605711011185269,rea-group.com,REA Group,,
Equity,-,"Metlife, Inc.",716268.0,0.25,MET US,-,Listed,Rest,Sustainable Growth,0.2602277725807606,metlife.com,MetLife,,
Equity,-,"Verisign, Inc.",706562.0,0.25,VRSN US,-,Listed,Rest,Sustainable Growth,0.2567014796838716,verisign.com,Verisign,,
Equity,-,Te Connectivity Plc,699958.0,0.25,TEL US,-,Listed,Rest,Sustainable Growth,0.254302176336349,te.com,TE Connectivity,,
Equity,-,Asml Holding Nv,692992.0,0.25,ASML NA,-,Listed,Rest,Sustainable Growth,0.2517713545436714,asml.com,ASML,,
Equity,-,"S&P Global, Inc.",689987.0,0.24,SPGI US,-,Listed,Rest,Sustainable Growth,0.2506796061246367,spglobal.com,S&P Global,,
Equity,-,Abbott Laboratories,687576.0,0.24,ABT US,-,Listed,Rest,Sustainable Growth,0.249803664215055,abbott.com,Abbott,,
Equity,-,Chubb Ltd.,662852.0,0.23,CB US,-,Listed,Rest,Sustainable Growth,0.2408211723973461,chubb.com,Chubb,,
Equity,-,Unicredit Spa,659322.0,0.23,UCG IM,-,Listed,Rest,Sustainable Growth,0.2395386859017745,unicreditgroup.eu,UniCredit,,
Equity,-,Amphenol Corp.,650956.0,0.23,APH US,-,Listed,Rest,Sustainable Growth,0.236499229238332,amphenol.com,Amphenol,,
Equity,-,Carsales.Com Ltd.,648695.0,0.23,CAR AU,-,Listed,Rest,Sustainable Growth,0.2356777839220466,carsales.com.au,Carsales,,
Equity,-,Steadfast Group Ltd.,647120.0,0.23,SDF AU,-,Listed,Rest,Sustainable Growth,0.2351055696924361,steadfastgroup.com.au,Steadfast Group,,
Equity,-,Comcast Corp.,646271.0,0.23,CMCSA US,-,Listed,Rest,Sustainable Growth,0.2347971189743793,comcast.com,Comcast,,
Equity,-,"Church & Dwight Co., Inc.",639830.0,0.23,CHD US,-,Listed,Rest,Sustainable Growth,0.2324570352582386,churchdwight.com,Church & Dwight,,
Equity,-,"Fiserv, Inc.",636803.0,0.23,FI US,-,Listed,Rest,Sustainable Growth,0.2313572940055204,fiserv.com,Fiserv,,
Equity,-,"Applied Materials, Inc.",634952.0,0.22,AMAT US,-,Listed,Rest,Sustainable Growth,0.2306848060442447,appliedmaterials.com,Applied Materials,,
Equity,-,Ramsay Health Care Ltd.,633233.0,0.22,RHC AU,-,Listed,Rest,Sustainable Growth,0.2300602750850698,ramsayhealth.com,Ramsay Health Care,,
Equity,-,Softbank Corp.,622923.0,0.22,9434 JP,-,Listed,Rest,Sustainable Growth,0.226314542572508,softbank.jp,SoftBank,,
Equity,-,Technology One Ltd.,621415.0,0.22,TNE AU,-,Listed,Rest,Sustainable Growth,0.2257666701545697,technologyonecorp.com,Technology One,,
Equity,-,"Arista Networks, Inc.",609483.0,0.22,ANET US,-,Listed,Rest,Sustainable Growth,0.2214316478131645,arista.com,Arista Networks,,
Equity,-,Oracle Corp.,609070.0,0.22,ORCL US,-,Listed,Rest,Sustainable Growth,0.2212816005262888,oracle.com,Oracle,,
Equity,-,"Qualcomm, Inc.",608237.0,0.22,QCOM US,-,Listed,Rest,Sustainable Growth,0.2209789627781837,qualcomm.com,Qualcomm,,
Equity,-,"Verizon Communications, Inc.",605252.0,0.21,VZ US,-,Listed,Rest,Sustainable Growth,0.2198944805715884,verizon.com,Verizon,,
Equity,-,"Autodesk, Inc.",604876.0,0.21,ADSK US,-,Listed,Rest,Sustainable Growth,0.2197578757777258,autodesk.com,Autodesk,,
Equity,-,Als Ltd.,586715.0,0.21,ALQ AU,-,Listed,Rest,Sustainable Growth,0.2131597915720386,alsglobal.com,ALS,,
Equity,-,"Servicenow, Inc.",585446.0,0.21,NOW US,-,Listed,Rest,Sustainable Growth,0.2126987503927524,servicenow.com,ServiceNow,,
Equity,-,Adriatic Metals Plc,585258.0,0.21,ADT AU,-,Listed,Rest,Sustainable Growth,0.2126304479958211,adriaticmetals.com,Adriatic Metals,,
Equity,-,"Cisco Systems, Inc.",581950.0,0.21,CSCO US,-,Listed,Rest,Sustainable Growth,0.2114286164583279,cisco.com,Cisco,,
Equity,-,American Express Co.,577535.0,0.2,AXP US,-,Listed,Rest,Sustainable Growth,0.2098246000623085,americanexpress.com,American Express,,
Equity,-,Reece Ltd.,568400.0,0.2,REH AU,-,Listed,Rest,Sustainable Growth,0.2065057575305672,reecegroup.com.au,Reece Group,,
Equity,-,"Aflac, Inc.",559418.0,0.2,AFL US,-,Listed,Rest,Sustainable Growth,0.2032425015239881,aflac.com,Aflac,,
Equity,-,Orica Ltd.,557894.0,0.2,ORI AU,-,Listed,Rest,Sustainable Growth,0.2026888161360983,orica.com,Orica,,
Equity,-,"Intuitive Surgical, Inc.",552778.0,0.2,ISRG US,-,Listed,Rest,Sustainable Growth,0.2008301189940744,intuitive.com,Intuitive Surgical,,
Equity,-,Sherwin-Williams Co.,551470.0,0.2,SHW US,-,Listed,Rest,Sustainable Growth,0.2003549087005311,sherwin-williams.com,Sherwin-Williams,,
Equity,-,"Texas Instruments, Inc.",550811.0,0.19,TXN US,-,Listed,Rest,Sustainable Growth,0.2001154870006496,ti.com,Texas Instruments,,
Equity,-,"American Water Works Co., Inc.",548106.0,0.19,AWK US,-,Listed,Rest,Sustainable Growth,0.1991327317682074,amwater.com,American Water Works,,
Equity,-,"Ww Grainger, Inc.",539997.0,0.19,GWW US,-,Listed,Rest,Sustainable Growth,0.1961866459346124,grainger.com,Grainger,,
Equity,-,Atlas Arteria Ltd.,536877.0,0.19,ALX AU,-,Listed,Rest,Sustainable Growth,0.1950531167940505,atlasarteria.com,Atlas Arteria,,
Equity,-,Agnico Eagle Mines Ltd.,535854.0,0.19,AEM CN,-,Listed,Rest,Sustainable Growth,0.1946814500277701,agnicoeagle.com,Agnico Eagle Mines,,
Equity,-,Hydro One Ltd.,533835.0,0.19,H CN,-,Listed,Rest,Sustainable Growth,0.1939479258820027,hydroone.com,Hydro One,,
Equity,-,"Blackrock, Inc.",533641.0,0.19,BLK US,-,Listed,Rest,Sustainable Growth,0.1938774436213396,blackrock.com,BlackRock,,
Equity,-,"Intuit, Inc.",527120.0,0.19,INTU US,-,Listed,Rest,Sustainable Growth,0.1915082950554409,intuit.com,Intuit,,
Equity,-,Linde Plc,524111.0,0.19,LIN US,-,Listed,Rest,Sustainable Growth,0.1904150933939182,linde.com,Linde,,
Equity,-,"Cme Group, Inc.",521946.0,0.18,CME US,-,Listed,Rest,Sustainable Growth,0.1896285258973424,cmegroup.com,CME Group,,
Equity,-,Trane Technologies Plc,521374.0,0.18,TT US,-,Listed,Rest,Sustainable Growth,0.1894207122215727,tranetechnologies.com,Trane Technologies,,
Equity,-,"Analog Devices, Inc.",518768.0,0.18,ADI US,-,Listed,Rest,Sustainable Growth,0.188473924740706,analog.com,Analog Devices,,
Equity,-,Pro Medicus Ltd.,517626.0,0.18,PME AU,-,Listed,Rest,Sustainable Growth,0.1880590240104106,promedicus.com,Pro Medicus,,
Equity,-,Starbucks Corp.,516867.0,0.18,SBUX US,-,Listed,Rest,Sustainable Growth,0.1877832712483316,starbucks.com,Starbucks,,
Equity,-,"Constellation Software, Inc.",515011.0,0.18,CSU CN,-,Listed,Rest,Sustainable Growth,0.1871089667339461,csisoftware.com,Constellation Software,,
Equity,-,Nufarm Ltd.,514482.0,0.18,NUF AU,-,Listed,Rest,Sustainable Growth,0.1869167754149213,nufarm.com,Nufarm,,
Equity,-,"Adobe, Inc.",514416.0,0.18,ADBE US,-,Listed,Rest,Sustainable Growth,0.186892796913871,adobe.com,Adobe,,
Equity,-,Fisher & Paykel Healthcare Corp. Ltd.,505847.0,0.18,FPH AU,-,Listed,Rest,Sustainable Growth,0.1837795881941675,fphcare.com,Fisher & Paykel Healthcare,,
Equity,-,Sigma Healthcare Ltd.,502132.0,0.18,SIG AU,-,Listed,Rest,Sustainable Growth,0.1824298892335306,sigmahealthcare.com.au,Sigma Healthcare,,
Equity,-,"Advanced Micro Devices, Inc.",500542.0,0.18,AMD US,-,Listed,Rest,Sustainable Growth,0.1818522253445904,amd.com,AMD,,
Equity,-,Sysco Corp.,494270.0,0.17,SYY US,-,Listed,Rest,Sustainable Growth,0.1795735411235634,sysco.com,Sysco,,
Equity,-,Progressive Corp.,488376.0,0.17,PGR US,-,Listed,Rest,Sustainable Growth,0.177432188317643,progressive.com,Progressive,,
Equity,-,"Roper Technologies, Inc.",483247.0,0.17,ROP US,-,Listed,Rest,Sustainable Growth,0.1755687681375334,ropertech.com,Roper Technologies,,
Equity,-,"Sumitomo Mitsui Financial Group, Inc.",474960.0,0.17,8316 JP,-,Listed,Rest,Sustainable Growth,0.1725580130132269,smfg.co.jp,Sumitomo Mitsui Financial Group,,
Equity,-,"Pfizer, Inc.",472049.0,0.17,PFE US,-,Listed,Rest,Sustainable Growth,0.1715004157926578,pfizer.com,Pfizer,,
Equity,-,Loblaw Cos. Ltd.,469883.0,0.17,L CN,-,Listed,Rest,Sustainable Growth,0.1707134849854601,loblaw.ca,Loblaw Companies,,
Equity,-,Hewlett Packard Enterprise Co.,469059.0,0.17,HPE US,-,Listed,Rest,Sustainable Growth,0.1704141170329527,hpe.com,HPE,,
Equity,-,"Mitsubishi Ufj Financial Group, Inc.",468754.0,0.17,8306 JP,-,Listed,Rest,Sustainable Growth,0.1703033072932503,mufg.jp,MUFG,,
Equity,-,"Ameriprise Financial, Inc.",459745.0,0.16,AMP US,-,Listed,Rest,Sustainable Growth,0.1670302418998779,ameriprise.com,Ameriprise Financial,,
Equity,-,"Twilio, Inc.",452934.0,0.16,TWLO US,-,Listed,Rest,Sustainable Growth,0.1645557332536065,twilio.com,Twilio,,
Equity,-,"Amgen, Inc.",452630.0,0.16,AMGN US,-,Listed,Rest,Sustainable Growth,0.1644452868245261,amgen.com,Amgen,,
Equity,-,Anheuser-Busch Inbev Sa,451720.0,0.16,ABI BB,-,Listed,Rest,Sustainable Growth,0.1641146741585289,ab-inbev.com,AB InBev,,
Equity,-,Wix.Com Ltd.,449117.0,0.16,WIX US,-,Listed,Rest,Sustainable Growth,0.1631689766095281,wix.com,Wix,,
Equity,-,"Pnc Financial Services Group, Inc.",442734.0,0.16,PNC US,-,Listed,Rest,Sustainable Growth,0.1608499649094619,pnc.com,PNC Financial Services,,
