Asset_Class,Management_Type,Name,Dollar_Value,Weighting_Percentage,Security_Identifier,Currency,Listing_Status,Super_Fund,Option_Name,Weighting_Percentage_Clean,Domain,Parsed_Name,Sector,Description
Cash,-,BARCLAYS BANK PLC.,9692563.0,0.01,-,USD,,Rest,Growth,0.0127752236493593,,,,
Cash,-,"CITIGROUP, INC.",9109320.0,0.01,-,USD,,Rest,Growth,0.0120064837642615,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,8236502.0,0.01,-,GBP,,Rest,Growth,0.0108560713134797,,,,
Cash,-,"DOMINION ENERGY SOUTH CAROLINA, INC.",7238627.0,0.01,-,USD,,Rest,Growth,0.0095408282452526,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,6057305.0,0.01,-,CAD,,Rest,Growth,0.0079837939755854,,,,
Cash,-,BANK OF NEW YORK MELLON CORP.,5077339.0,0.01,-,USD,,Rest,Growth,0.0066921557557701,,,,
Cash,-,TAMPA ELECTRIC CO,4341196.0,0.01,-,USD,,Rest,Growth,0.0057218869565979,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,3412280.0,0.0,-,JPY,,Rest,Growth,0.0044975348784667,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,1766371.0,0.0,-,HKD,,Rest,Growth,0.0023281545420692,,,,
Cash,-,MORGAN STANLEY,1548264.0,0.0,-,USD,,Rest,Growth,0.0020406799386552,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,1486201.0,0.0,-,NZD,,Rest,Growth,0.0019588781793733,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,1040913.0,0.0,-,MXN,,Rest,Growth,0.0013719690420919,,,,
Cash,-,"GOLDMAN SACHS GROUP, INC.",1014701.0,0.0,-,USD,,Rest,Growth,0.0013374204750826,,,,
Cash,-,MACQUARIE GROUP LTD.,770582.0,0.0,-,AUD,,Rest,Growth,0.0010156609134416,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,687573.0,0.0,-,CHF,,Rest,Growth,0.0009062514063886,,,,
Cash,-,JPMORGAN CHASE & CO.,434644.0,0.0,-,USD,,Rest,Growth,0.000572879877887,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,427155.0,0.0,-,CNY,,Rest,Growth,0.0005630090470334,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,420254.0,0.0,-,SEK,,Rest,Growth,0.0005539132259999,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,357198.0,0.0,-,SGD,,Rest,Growth,0.0004708026491139,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,224730.0,0.0,-,DKK,,Rest,Growth,0.0002962040082401,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,218033.0,0.0,-,INR,,Rest,Growth,0.0002873770681646,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,216588.0,0.0,-,IDR,,Rest,Growth,0.0002854724947124,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,212605.0,0.0,-,HUF,,Rest,Growth,0.0002802227258127,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,208573.0,0.0,-,ILS,,Rest,Growth,0.0002749083727614,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,195939.0,0.0,-,VND,,Rest,Growth,0.000258256205983,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,194671.0,0.0,-,ZAR,,Rest,Growth,0.0002565849263032,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,184478.0,0.0,-,BRL,,Rest,Growth,0.0002431501047129,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,174555.0,0.0,-,PLN,,Rest,Growth,0.0002300711549787,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,72735.0,0.0,-,NOK,,Rest,Growth,9.586792390579796e-05,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,66734.0,0.0,-,CZK,,Rest,Growth,8.79583423926517e-05,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,54501.0,0.0,-,TRY,,Rest,Growth,7.183471122279362e-05,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,14308.0,0.0,-,TWD,,Rest,Growth,1.885857228630174e-05,,,,
Cash,-,WESTPAC BANKING CORP.,3454.0,0.0,-,AUD,,Rest,Growth,4.5525236704561236e-06,,,,
Cash,-,MEMBERS EQUITY BANK LTD,1551.0,0.0,-,AUD,,Rest,Growth,2.0442861067971764e-06,,,,
Cash,-,MORGAN STANLEY,846.0,0.0,-,EUR,,Rest,Growth,1.1150651491620963e-06,,,,
Cash,-,COMMONWEALTH BANK OF AUSTRALIA LTD.,596.0,0.0,-,AUD,,Rest,Growth,7.85554171277316e-07,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,210.0,0.0,-,THB,,Rest,Growth,2.7678922142321537e-07,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,149.0,0.0,-,KRW,,Rest,Growth,1.96388542819329e-07,,,,
Cash,-,STATE STREET BANK AND TRUST COMPANY,8.0,0.0,-,SAR,,Rest,Growth,1.0544351292312969e-08,,,,
Cash,-,MERRILL LYNCH & CO,2.0,0.0,-,AUD,,Rest,Growth,2.636087823078241e-09,,,,
Fixed Income,Internally,AUSTRALIA GOVERNMENT BONDS,768420090.0,1.0,-,-,,Rest,Growth,1.0128114211288433,,,,
Fixed Income,Internally,NATIONAL AUSTRALIA BANK LTD.,384305844.0,0.5,-,-,,Rest,Growth,0.5065319778531032,,,,
Fixed Income,Internally,WESTPAC BANKING CORP.,376745838.0,0.49,-,-,,Rest,Growth,0.4965675579736039,,,,
Fixed Income,Internally,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,323649681.0,0.42,-,-,,Rest,Growth,0.4265844915136286,,,,
Fixed Income,Internally,BENDIGO AND ADELAIDE BANK LTD.,289436983.0,0.38,-,-,,Rest,Growth,0.381490653217402,,,,
Fixed Income,Internally,NEW SOUTH WALES TREASURY CORP.,280259473.0,0.37,-,-,,Rest,Growth,0.3693942920388126,,,,
Fixed Income,Internally,BANK OF TOKYO-MITSUBISHI UFJ LTD.,227484959.0,0.3,-,-,,Rest,Growth,0.2998351651766765,,,,
Fixed Income,Internally,TREASURY CORPORATION OF VICTORIA,227386575.0,0.3,-,-,,Rest,Growth,0.2997054907444836,,,,
Fixed Income,Internally,OVERSEAS-CHINESE BANKING CORP. LTD.,185747705.0,0.24,-,-,,Rest,Growth,0.2448236316576147,,,,
Fixed Income,Internally,QUEENSLAND TREASURY CORP.,180124916.0,0.23,-,-,,Rest,Growth,0.2374125488502955,,,,
Fixed Income,Internally,NBN CO. LTD.,177395286.0,0.23,-,-,,Rest,Growth,0.233814776648041,,,,
Fixed Income,Internally,COMMONWEALTH BANK OF AUSTRALIA LTD.,150440099.0,0.2,-,-,,Rest,Growth,0.1982866565382925,,,,
Fixed Income,Internally,AIRSERVICES AUSTRALIA,124813061.0,0.16,-,-,,Rest,Growth,0.1645090951316108,,,,
Fixed Income,Internally,CANADIAN IMPERIAL BANK OF COMMERCE,119603805.0,0.16,-,-,,Rest,Growth,0.1576430669771622,,,,
Fixed Income,Internally,BANK OF CHINA LTD.,96949294.0,0.13,-,-,,Rest,Growth,0.1277834266847162,,,,
Fixed Income,Internally,BANK OF QUEENSLAND LTD.,94066977.0,0.12,-,-,,Rest,Growth,0.1239844063117405,,,,
Fixed Income,Internally,MACQUARIE BANK LTD,85663295.0,0.11,-,-,,Rest,Growth,0.1129079844171296,,,,
Fixed Income,Internally,ROYAL BANK OF CANADA,81570029.0,0.11,-,-,,Rest,Growth,0.1075128800875195,,,,
Fixed Income,Internally,SUNCORP-METWAY LTD.,70998027.0,0.09,-,-,,Rest,Growth,0.0935785172186401,,,,
Fixed Income,Internally,ING BANK AUSTRALIA LTD.,69376940.0,0.09,-,-,,Rest,Growth,0.0914418533682148,,,,
Fixed Income,Internally,SUMITOMO MITSUI BANKING CORP.,69041214.0,0.09,-,-,,Rest,Growth,0.0909993517579695,,,,
Fixed Income,Internally,UBS GROUP AG,62152294.0,0.08,-,-,,Rest,Growth,0.0819194526948894,,,,
Fixed Income,Internally,WESTERN AUSTRALIAN TREASURY CORP.,57293747.0,0.07,-,-,,Rest,Growth,0.0755156744026127,,,,
Fixed Income,Internally,NORFINA LTD.,55581049.0,0.07,-,-,,Rest,Growth,0.0732582632314075,,,,
Fixed Income,Internally,SOUTH AUSTRALIAN GOVERNMENT FINANCING AUTHORITY,55167112.0,0.07,-,-,,Rest,Growth,0.0727126760887967,,,,
Fixed Income,Internally,UNITED OVERSEAS BANK LTD.,48813326.0,0.06,-,-,,Rest,Growth,0.0643381071362742,,,,
Fixed Income,Internally,MIZUHO BANK LTD.,44732236.0,0.06,-,-,,Rest,Growth,0.058959051309331,,,,
Fixed Income,Internally,FIRSTMAC MORTGAGE FUNDING TRUST NO. 4,39618723.0,0.05,-,-,,Rest,Growth,0.0522192166331049,,,,
Fixed Income,Internally,TASMANIAN PUBLIC FINANCE CORP.,39402742.0,0.05,-,-,,Rest,Growth,0.0519345441910468,,,,
Fixed Income,Internally,APOLLO TRUST,31258360.0,0.04,-,-,,Rest,Growth,0.0411998910826979,,,,
Fixed Income,Internally,INTERNATIONAL BANK FOR RECONSTRUCTION & DEVELOPMENT,25630407.0,0.03,-,-,,Rest,Growth,0.0337820018966196,,,,
Fixed Income,Internally,IDOL TRUST,23191871.0,0.03,-,-,,Rest,Growth,0.0305679043687507,,,,
Fixed Income,Internally,PUMA SERIES 2023-1,18972488.0,0.02,-,-,,Rest,Growth,0.025006572295149,,,,
Fixed Income,Internally,NORTHERN TERRITORY TREASURY CORP.,16198119.0,0.02,-,-,,Rest,Growth,0.0213498321263361,,,,
Fixed Income,Internally,INTER-AMERICAN DEVELOPMENT BANK,14820290.0,0.02,-,-,,Rest,Growth,0.0195337930017441,,,,
Fixed Income,Internally,RABOBANK UA/AU,12238064.0,0.02,-,-,,Rest,Growth,0.0161303057442261,,,,
Fixed Income,Internally,AUSTRALIAN CAPITAL TERRITORY,11510610.0,0.02,-,-,,Rest,Growth,0.0151714894286013,,,,
Fixed Income,Internally,TORONTO-DOMINION BANK,10824008.0,0.01,-,-,,Rest,Growth,0.0142665178428507,,,,
Fixed Income,Internally,LION TRUST,9675220.0,0.01,-,-,,Rest,Growth,0.0127523648138015,,,,
Fixed Income,Internally,PROGRESS TRUST,7690271.0,0.01,-,-,,Rest,Growth,0.0101361148696358,,,,
Fixed Income,Internally,MEDALLION TRUST,7176423.0,0.01,-,-,,Rest,Growth,0.0094588406417793,,,,
Fixed Income,Internally,THE SUPERANNUATION MEMBERS HOME LOAN PROGRAMME,7038880.0,0.01,-,-,,Rest,Growth,0.0092775529280544,,,,
Fixed Income,Internally,LANDWIRTSCHAFTLICHE RENTENBANK,6808222.0,0.01,-,-,,Rest,Growth,0.0089735355555066,,,,
Fixed Income,Internally,KREDITANSTALT FUER WIEDERAUFBAU,6367106.0,0.01,-,-,,Rest,Growth,0.0083921252974242,,,,
Fixed Income,Internally,INTERNATIONAL FINANCE CORP.,6291478.0,0.01,-,-,,Rest,Growth,0.0082924442724823,,,,
Fixed Income,Internally,ASIAN DEVELOPMENT BANK,5850254.0,0.01,-,-,,Rest,Growth,0.0077108916656573,,,,
Fixed Income,Internally,KINGFISHER TRUST,5050610.0,0.01,-,-,,Rest,Growth,0.0066569257600585,,,,
Fixed Income,Internally,WESTPAC SECURITISATION TRUST,4993882.0,0.01,-,-,,Rest,Growth,0.0065821557650448,,,,
Fixed Income,Internally,NATIONAL RMBS TRUST,4949843.0,0.01,-,-,,Rest,Growth,0.0065241104292245,,,,
Fixed Income,Internally,KOMMUNALBANKEN AS,4912091.0,0.01,-,-,,Rest,Growth,0.0064743516354761,,,,
Fixed Income,Internally,HOUSING AUSTRALIA,4668253.0,0.01,-,-,,Rest,Growth,0.0061529624441742,,,,
Fixed Income,Internally,EUROPEAN INVESTMENT BANK,4455118.0,0.01,-,-,,Rest,Growth,0.0058720411550883,,,,
Fixed Income,Internally,REDS TRUST,4353193.0,0.01,-,-,,Rest,Growth,0.0057376995294047,,,,
Fixed Income,Internally,TORRENS TRUST,3700589.0,0.0,-,-,,Rest,Growth,0.0048775388005586,,,,
Fixed Income,Internally,CNH INDUSTRIAL CAPITAL AUSTRALIA RECEIVABLES TRUST,759758.0,0.0,-,-,,Rest,Growth,0.0010013944061431,,,,
Fixed Income,Externally,UBS ASSET MANAGEMENT (AUSTRALIA) LIMITED,3507265131.0,4.57,-,-,,Rest,Growth,4.622729452068007,,,,
Fixed Income,Externally,BARINGS LLC,1693881661.0,2.21,-,-,,Rest,Growth,2.232610410148823,,,,
Fixed Income,Externally,"AP KENT MANAGEMENT, LLC",1057579357.0,1.38,-,-,,Rest,Growth,1.393936032463308,,,,
Fixed Income,Externally,WELLINGTON MANAGEMENT AUSTRALIA PTY LTD,733240191.0,0.96,-,-,,Rest,Growth,0.9664427694433322,,,,
Fixed Income,Externally,BENTHAM ASSET MANAGEMENT PTY LTD,651615054.0,0.85,-,-,,Rest,Growth,0.8588572545919354,,,,
Fixed Income,Externally,METRICS CREDIT PARTNERS PTY LTD,621531272.0,0.81,-,-,,Rest,Growth,0.8192055088907653,,,,
Fixed Income,Externally,HAYFIN MANAGEMENT LIMITED,272197442.0,0.35,-,-,,Rest,Growth,0.358768181164623,,,,
Fixed Income,Externally,"BAIN CAPITAL CREDIT, LP",121600594.0,0.16,-,-,,Rest,Growth,0.1602749225612405,,,,
Fixed Income,Externally,MACQUARIE INVESTMENT MANAGEMENT AUSTRALIA LIMITED,3088721.0,0.0,-,-,,Rest,Growth,0.004071069908493,,,,
Equity,-,Bhp Group Ltd.,1287910730.0,1.68,BHP AU,-,Listed,Rest,Growth,1.6975228962824045,bhp.com,BHP Group,,
Equity,-,Commonwealth Bank Of Australia Ltd.,1132391594.0,1.48,CBA AU,-,Listed,Rest,Growth,1.49254184594978,commbank.com.au,Commonwealth Bank,,
Equity,-,"Apple, Inc.",1093260437.0,1.43,AAPL US,-,Listed,Rest,Growth,1.4409652627144487,apple.com,Apple,,
Equity,-,Nvidia Corp.,978029012.0,1.28,NVDA US,-,Listed,Rest,Growth,1.2890851845752218,nvidia.com,Nvidia,,
Equity,-,Csl Ltd.,942061980.0,1.23,CSL AU,-,Listed,Rest,Growth,1.2416790570314888,csl.com,CSL,,
Equity,-,Microsoft Corp.,934694536.0,1.22,MSFT US,-,Listed,Rest,Growth,1.2319684423236836,microsoft.com,Microsoft,,
Equity,-,"Amazon.Com, Inc.",730411875.0,0.95,AMZN US,-,Listed,Rest,Growth,0.9627149247596232,amazon.com,Amazon,,
Equity,-,National Australia Bank Ltd.,708508289.0,0.92,NAB AU,-,Listed,Rest,Growth,0.9338450365914498,nab.com.au,National Australia Bank,,
Equity,-,Macquarie Group Ltd.,621722387.0,0.81,MQG AU,-,Listed,Rest,Growth,0.819457406852919,macquarie.com,Macquarie Group,,
Equity,-,Anz Group Holdings Ltd.,533163463.0,0.7,ANZ AU,-,Listed,Rest,Growth,0.7027328562622633,anz.com,ANZ,,
Equity,-,"Meta Platforms, Inc.",410967290.0,0.54,META US,-,Listed,Rest,Growth,0.5416729344262322,meta.com,Meta,,
Equity,-,"Alphabet, Inc.",395132771.0,0.52,GOOGL US,-,Listed,Rest,Growth,0.5208023430661316,abc.xyz,Alphabet,,
Equity,-,Westpac Banking Corp.,390550373.0,0.51,WBC AU,-,Listed,Rest,Growth,0.5147625412819826,westpac.com.au,Westpac,,
Equity,-,Qbe Insurance Group Ltd.,338603970.0,0.44,QBE AU,-,Listed,Rest,Growth,0.446294901081475,qbe.com,QBE Insurance,,
Equity,-,"Tesla, Inc.",330629928.0,0.43,TSLA US,-,Listed,Rest,Growth,0.4357847635730179,tesla.com,Tesla,,
Equity,-,Rio Tinto Ltd.,323296628.0,0.42,RIO AU,-,Listed,Rest,Growth,0.426119152156528,riotinto.com,Rio Tinto,,
Equity,-,Wesfarmers Ltd.,299474502.0,0.39,WES AU,-,Listed,Rest,Growth,0.3947205440223102,wesfarmers.com.au,Wesfarmers,,
Equity,-,Telstra Group Ltd.,285420483.0,0.37,TLS AU,-,Listed,Rest,Growth,0.3761967298467051,telstra.com.au,Telstra,,
Equity,-,Taiwan Semiconductor Manufacturing Co. Ltd.,276726979.0,0.36,2330 TT,-,Listed,Rest,Growth,0.3647383098295641,tsmc.com,TSMC,,
Equity,-,"Broadcom, Inc.",269969526.0,0.35,AVGO US,-,Listed,Rest,Growth,0.3558316900454024,broadcom.com,Broadcom,,
Equity,-,Wisetech Global Ltd.,269166414.0,0.35,WTC AU,-,Listed,Rest,Growth,0.3547731531635184,wisetechglobal.com,WiseTech Global,,
Equity,-,"Resmed, Inc.",265303981.0,0.35,RMD AU,-,Listed,Rest,Growth,0.3496822968641406,resmed.com,ResMed,,
Equity,-,Eli Lilly & Co.,244239392.0,0.32,LLY US,-,Listed,Rest,Growth,0.3219182435836166,lilly.com,Eli Lilly,,
Equity,-,Aristocrat Leisure Ltd.,240437857.0,0.31,ALL AU,-,Listed,Rest,Growth,0.3169076535223638,aristocrat.com,Aristocrat Leisure,,
Equity,-,"Alphabet, Inc.",231585920.0,0.3,GOOG US,-,Listed,Rest,Growth,0.3052404118541859,abc.xyz,Alphabet,,
Equity,-,Xero Ltd.,220670343.0,0.29,XRO AU,-,Listed,Rest,Growth,0.2908532020483994,xero.com,Xero,,
Equity,-,Santos Ltd.,220561829.0,0.29,STO AU,-,Listed,Rest,Growth,0.2907101758313827,santos.com,Santos,,
Equity,-,Coles Group Ltd.,209371817.0,0.27,COL AU,-,Listed,Rest,Growth,0.275961248644733,coles.com.au,Coles,,
Equity,-,"Block, Inc.",202002342.0,0.26,SQ2 AU,-,Listed,Rest,Growth,0.2662479569897432,block.xyz,Block,,
Equity,-,Alcoa Corp.,186552989.0,0.24,AAI AU,-,Listed,Rest,Growth,0.2458850313308746,alcoa.com,Alcoa,,
Equity,-,"Visa, Inc.",179064370.0,0.23,V US,-,Listed,Rest,Growth,0.2360147026520884,visa.com,Visa,,
Equity,-,Northern Star Resources Ltd.,177540355.0,0.23,NST AU,-,Listed,Rest,Growth,0.2340059839602441,nsrltd.com,Northern Star Resources,,
Equity,-,Transurban Group,176619840.0,0.23,TCL AU,-,Listed,Rest,Growth,0.2327927047690136,transurban.com,Transurban,,
Equity,-,Orica Ltd.,175550597.0,0.23,ORI AU,-,Listed,Rest,Growth,0.2313833955429078,orica.com,Orica,,
Equity,-,Jpmorgan Chase & Co.,171721423.0,0.22,JPM US,-,Listed,Rest,Growth,0.2263363760659839,jpmorganchase.com,JPMorgan Chase,,
Equity,-,Incitec Pivot Ltd.,168646065.0,0.22,IPL AU,-,Listed,Rest,Growth,0.2222829191782808,incitecpivot.com.au,Incitec Pivot,,
Equity,-,Tencent Holdings Ltd.,166729151.0,0.22,700 HK,-,Listed,Rest,Growth,0.2197563423516367,tencent.com,Tencent,,
Equity,-,Woolworths Group Ltd.,162015394.0,0.21,WOW AU,-,Listed,Rest,Growth,0.2135434036373117,woolworthsgroup.com.au,Woolworths Group,,
Equity,-,Woodside Energy Group Ltd.,161052246.0,0.21,WDS AU,-,Listed,Rest,Growth,0.2122739322800007,woodside.com,Woodside Energy,,
Equity,-,Amcor Plc,159022889.0,0.21,AMC AU,-,Listed,Rest,Growth,0.2095991506418114,amcor.com,Amcor,,
Equity,-,Bank Of America Corp.,157776937.0,0.21,BAC US,-,Listed,Rest,Growth,0.2079569311941414,bankofamerica.com,Bank of America,,
Equity,-,Procter & Gamble Co.,145883468.0,0.19,PG US,-,Listed,Rest,Growth,0.1922808167916121,pg.com,Procter & Gamble,,
Equity,-,Origin Energy Ltd.,145427006.0,0.19,ORG AU,-,Listed,Rest,Growth,0.1916791798316632,originenergy.com.au,Origin Energy,,
Equity,-,"Netflix, Inc.",144708844.0,0.19,NFLX US,-,Listed,Rest,Growth,0.1907326107800644,netflix.com,Netflix,,
Equity,-,Worley Ltd.,142274599.0,0.19,WOR AU,-,Listed,Rest,Growth,0.1875241689786198,worley.com,Worley,,
Equity,-,Brambles Ltd.,141780859.0,0.18,BXB AU,-,Listed,Rest,Growth,0.1868733979777365,brambles.com,Brambles,,
Equity,-,Insurance Australia Group Ltd.,139125888.0,0.18,IAG AU,-,Listed,Rest,Growth,0.1833740296158736,iag.com.au,IAG,,
Equity,-,Pro Medicus Ltd.,136680157.0,0.18,PME AU,-,Listed,Rest,Growth,0.1801504487620611,promedicus.com,Pro Medicus,,
Equity,-,Newmont Corp.,131611857.0,0.17,NEM AU,-,Listed,Rest,Growth,0.1734702068052074,newmont.com,Newmont,,
Equity,-,Sgh Ltd.,127190164.0,0.17,SGH AU,-,Listed,Rest,Growth,0.1676422212678622,sghlimited.com,SGH,,
Equity,-,Costco Wholesale Corp.,126746309.0,0.17,COST US,-,Listed,Rest,Growth,0.167057200887506,costco.com,Costco,,
Equity,-,"Light & Wonder, Inc.",125850226.0,0.16,LNW AU,-,Listed,Rest,Growth,0.1658761241451223,lnw.com,Light & Wonder,,
Equity,-,Lendlease Corp. Ltd.,119891491.0,0.16,LLC AU,-,Listed,Rest,Growth,0.1580222497578973,lendlease.com,Lendlease,,
Equity,-,"Merck & Co., Inc.",119533482.0,0.16,MRK US,-,Listed,Rest,Growth,0.1575503781751711,merck.com,Merck,,
Equity,-,Cleanaway Waste Management Ltd.,118990772.0,0.16,CWY AU,-,Listed,Rest,Growth,0.1568350625639397,cleanaway.com.au,Cleanaway,,
Equity,-,Downer Edi Ltd.,118364022.0,0.15,DOW AU,-,Listed,Rest,Growth,0.1560089785423825,downergroup.com,Downer EDI,,
Equity,-,Sigma Healthcare Ltd.,115265579.0,0.15,SIG AU,-,Listed,Rest,Growth,0.1519250946109815,sigmahealthcare.com.au,Sigma Healthcare,,
Equity,-,"Servicenow, Inc.",114149603.0,0.15,NOW US,-,Listed,Rest,Growth,0.1504541892387577,servicenow.com,ServiceNow,,
Equity,-,"Berkshire Hathaway, Inc.",113543883.0,0.15,BRKB US,-,Listed,Rest,Growth,0.1496558236806602,berkshirehathaway.com,Berkshire Hathaway,,
Equity,-,South32 Ltd.,112784596.0,0.15,S32 AU,-,Listed,Rest,Growth,0.1486550500731994,south32.net,South32,,
Equity,-,"Mercadolibre, Inc.",112590268.0,0.15,MELI US,-,Listed,Rest,Growth,0.1483989172359579,mercadolibre.com,MercadoLibre,,
Equity,-,Exxon Mobil Corp.,110482834.0,0.14,XOM US,-,Listed,Rest,Growth,0.1456212266832873,exxonmobil.com,ExxonMobil,,
Equity,-,Steadfast Group Ltd.,109847159.0,0.14,SDF AU,-,Listed,Rest,Growth,0.1447833791198197,steadfastgroup.com.au,Steadfast Group,,
Equity,-,Aia Group Ltd.,109219277.0,0.14,1299 HK,-,Listed,Rest,Growth,0.1439558030725547,aia.com,AIA Group,,
Equity,-,Seek Ltd.,108151152.0,0.14,SEK AU,-,Listed,Rest,Growth,0.142547967419542,seek.com.au,Seek,,
Equity,-,James Hardie Industries Plc,106206336.0,0.14,JHX AU,-,Listed,Rest,Growth,0.1399846145316781,jameshardie.com,James Hardie,,
Equity,-,"Abbvie, Inc.",105822515.0,0.14,ABBV US,-,Listed,Rest,Growth,0.1394787215995073,abbvie.com,AbbVie,,
Equity,-,Accenture Plc,103959224.0,0.14,ACN US,-,Listed,Rest,Growth,0.1370228222415316,accenture.com,Accenture,,
Equity,-,Novartis Ag,102902529.0,0.13,NOVN SW,-,Listed,Rest,Growth,0.1356300518304278,novartis.com,Novartis,,
Equity,-,"Home Depot, Inc.",102362294.0,0.13,HD US,-,Listed,Rest,Growth,0.1349179983778775,homedepot.com,Home Depot,,
Equity,-,Fortescue Metals Group Ltd.,101619678.0,0.13,FMG AU,-,Listed,Rest,Growth,0.1339391978804659,fmgl.com.au,Fortescue Metals Group,,
Equity,-,Asml Holding Nv,100041895.0,0.13,ASML NA,-,Listed,Rest,Growth,0.131859610603586,asml.com,ASML,,
Equity,-,"Pfizer, Inc.",99060982.0,0.13,PFE US,-,Listed,Rest,Growth,0.1305667241961864,pfizer.com,Pfizer,,
Equity,-,Morgan Stanley,98103395.0,0.13,MS US,-,Listed,Rest,Growth,0.1293045824810674,morganstanley.com,Morgan Stanley,,
Equity,-,Deere & Co.,97826779.0,0.13,DE US,-,Listed,Rest,Growth,0.1289399904464331,deere.com,Deere,,
Equity,-,Rea Group Ltd.,96988640.0,0.13,REA AU,-,Listed,Rest,Growth,0.1278352864404596,rea-group.com,REA Group,,
Equity,-,Qantas Airways Ltd.,96245666.0,0.13,QAN AU,-,Listed,Rest,Growth,0.1268560140833277,qantas.com,Qantas,,
Equity,-,"Qualcomm, Inc.",95870981.0,0.13,QCOM US,-,Listed,Rest,Growth,0.1263621628003327,qualcomm.com,Qualcomm,,
Equity,-,"Mastercard, Inc.",94228972.0,0.12,MA US,-,Listed,Rest,Growth,0.1241979228351903,mastercard.com,Mastercard,,
Equity,-,"Unitedhealth Group, Inc.",93565627.0,0.12,UNH US,-,Listed,Rest,Growth,0.1233236049966903,unitedhealthgroup.com,UnitedHealth Group,,
Equity,-,"Walmart, Inc.",93521681.0,0.12,WMT US,-,Listed,Rest,Growth,0.1232656822389538,walmart.com,Walmart,,
Equity,-,Treasury Wine Estates Ltd.,93412744.0,0.12,TWE AU,-,Listed,Rest,Growth,0.1231220984893625,tweglobal.com,Treasury Wine Estates,,
