AsAtDate,OptionName,Type,Name,Currency,SecurityIdentifier,UnitsHeld,Address,Ownership,Value,Weighting,ActualExposure,EffectOfExposure,TotalValue,TotalWeighting,TotalActualExposure
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,INR,n/a,n/a,n/a,n/a,"$947,738",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,ZAR,n/a,n/a,n/a,n/a,"$927,471",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,IDR,n/a,n/a,n/a,n/a,"$851,378",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,NOK,n/a,n/a,n/a,n/a,"$764,374",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,SAR,n/a,n/a,n/a,n/a,"$746,968",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,CHF,n/a,n/a,n/a,n/a,"$738,396",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,JPMORGAN CHASE & CO,EUR,n/a,n/a,n/a,n/a,"$679,302",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,SEK,n/a,n/a,n/a,n/a,"$679,061",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,MYR,n/a,n/a,n/a,n/a,"$614,079",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,RUB,n/a,n/a,n/a,n/a,"$606,037",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,PHP,n/a,n/a,n/a,n/a,"$605,402",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,ILS,n/a,n/a,n/a,n/a,"$467,995",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,AED,n/a,n/a,n/a,n/a,"$462,110",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,JPMORGAN CHASE & CO,JPY,n/a,n/a,n/a,n/a,"$436,434",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,DKK,n/a,n/a,n/a,n/a,"$429,981",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,KRW,n/a,n/a,n/a,n/a,"$337,938",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,MORGAN STANLEY,EUR,n/a,n/a,n/a,n/a,"$305,557",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,JPMORGAN CHASE & CO,GBP,n/a,n/a,n/a,n/a,"$295,113",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,KWD,n/a,n/a,n/a,n/a,"$286,847",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,QAR,n/a,n/a,n/a,n/a,"$217,368",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"CITIGROUP, INC.",USD,n/a,n/a,n/a,n/a,"$201,859",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"CITIGROUP, INC.",JPY,n/a,n/a,n/a,n/a,"$198,918",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,TRY,n/a,n/a,n/a,n/a,"$195,723",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,THB,n/a,n/a,n/a,n/a,"$189,871",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,COP,n/a,n/a,n/a,n/a,"$183,431",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,CZK,n/a,n/a,n/a,n/a,"$175,820",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,TWD,n/a,n/a,n/a,n/a,"$118,780",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,MIZUHO BANK LTD.,USD,n/a,n/a,n/a,n/a,"$115,710",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,HUF,n/a,n/a,n/a,n/a,"$114,884",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,PEN,n/a,n/a,n/a,n/a,"$83,002",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,CLP,n/a,n/a,n/a,n/a,"$62,228",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,IMB LTD.,AUD,n/a,n/a,n/a,n/a,"$38,783",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,RON,n/a,n/a,n/a,n/a,"$32,450",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,JPMORGAN CHASE & CO,CAD,n/a,n/a,n/a,n/a,"$2,294",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"CITIGROUP, INC.",GBP,n/a,n/a,n/a,n/a,$407,0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"CITIGROUP, INC.",EUR,n/a,n/a,n/a,n/a,$184,0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,MERRILL LYNCH INTERNATIONAL,AUD,n/a,n/a,n/a,n/a,$64,0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,EGP,n/a,n/a,n/a,n/a,$45,0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,MERRILL LYNCH INTERNATIONAL,GBP,n/a,n/a,n/a,n/a,-$2,0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STATE STREET BANK AND TRUST,LKR,n/a,n/a,n/a,n/a,"-$2,013",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,ROYAL BANK OF CANADA,USD,n/a,n/a,n/a,n/a,"-$16,778",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"GOLDMAN SACHS GROUP, INC.",CAD,n/a,n/a,n/a,n/a,"-$73,111",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"GOLDMAN SACHS GROUP, INC.",MXN,n/a,n/a,n/a,n/a,"-$84,630",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"GOLDMAN SACHS GROUP, INC.",SEK,n/a,n/a,n/a,n/a,"-$100,495",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,THE BANK OF NEW YORK MELLON,USD,n/a,n/a,n/a,n/a,"-$113,782",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"GOLDMAN SACHS GROUP, INC.",JPY,n/a,n/a,n/a,n/a,"-$117,531",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,MORGAN STANLEY,USD,n/a,n/a,n/a,n/a,"-$160,278",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"GOLDMAN SACHS GROUP, INC.",GBP,n/a,n/a,n/a,n/a,"-$189,684",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"GOLDMAN SACHS GROUP, INC.",EUR,n/a,n/a,n/a,n/a,"-$1,130,656",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,HONGKONG & SHANGHAI BANKING CORP. LTD.,AUD,n/a,n/a,n/a,n/a,"-$5,978,849",-0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"CITIGROUP, INC.",AUD,n/a,n/a,n/a,n/a,"-$14,784,832",-0.02%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,STANDARD CHARTERED BANK,AUD,n/a,n/a,n/a,n/a,"-$18,400,903",-0.03%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,ROYAL BANK OF CANADA,AUD,n/a,n/a,n/a,n/a,"-$28,251,275",-0.04%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,BARCLAYS BANK PLC,AUD,n/a,n/a,n/a,n/a,"-$58,115,679",-0.09%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AUD,n/a,n/a,n/a,n/a,"-$69,131,955",-0.11%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,BANK OF AMERICA NATIONAL ASSOCIATION,AUD,n/a,n/a,n/a,n/a,"-$87,797,325",-0.14%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,WESTPAC BANKING CORPORATION,AUD,n/a,n/a,n/a,n/a,"-$88,584,317",-0.14%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,UBS AG,AUD,n/a,n/a,n/a,n/a,"-$112,456,814",-0.18%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,BNP PARIBAS,AUD,n/a,n/a,n/a,n/a,"-$153,515,274",-0.24%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,"GOLDMAN SACHS GROUP, INC.",AUD,n/a,n/a,n/a,n/a,"-$159,667,939",-0.25%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,MORGAN STANLEY,AUD,n/a,n/a,n/a,n/a,"-$167,523,038",-0.26%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Cash,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$1,695,888,611",2.65%,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,WESTPAC BANKING CORPORATION,n/a,n/a,n/a,n/a,n/a,"$269,306,211",0.42%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,COMMONWEALTH BANK OF AUSTRALIA,n/a,n/a,n/a,n/a,n/a,"$185,744,908",0.29%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,BANK OF CHINA LTD.,n/a,n/a,n/a,n/a,n/a,"$161,537,845",0.25%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,NATIONAL AUSTRALIA BANK LIMITED,n/a,n/a,n/a,n/a,n/a,"$112,097,866",0.18%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,INDUSTRIAL & COMMERCIAL BANK OF CHINA LTD.,n/a,n/a,n/a,n/a,n/a,"$104,716,260",0.16%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,n/a,n/a,n/a,n/a,n/a,"$102,123,253",0.16%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,BANK OF QUEENSLAND LTD.,n/a,n/a,n/a,n/a,n/a,"$56,774,954",0.09%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,SUNCORP GROUP LTD.,n/a,n/a,n/a,n/a,n/a,"$48,412,346",0.08%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,MIZUHO BANK LTD.,n/a,n/a,n/a,n/a,n/a,"$44,091,671",0.07%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",n/a,n/a,n/a,n/a,n/a,"$36,212,774",0.06%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,BENDIGO & ADELAIDE BANK LTD.,n/a,n/a,n/a,n/a,n/a,"$35,788,088",0.06%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,SUMITOMO MITSUI BANKING CORP.,n/a,n/a,n/a,n/a,n/a,"$23,439,182",0.04%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,GOLDMAN SACHS BANK USA,n/a,n/a,n/a,n/a,n/a,"$22,743,785",0.04%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,STANDARD CHARTERED BANK,n/a,n/a,n/a,n/a,n/a,"$16,202,371",0.03%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,AGRICULTURAL BANK OF CHINA LTD.,n/a,n/a,n/a,n/a,n/a,"$14,454,822",0.02%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,DBS BANK LTD.,n/a,n/a,n/a,n/a,n/a,"$14,189,298",0.02%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,HERITAGE & PEOPLE'S CHOICE LTD.,n/a,n/a,n/a,n/a,n/a,"$9,125,965",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,TEACHERS MUTUAL BANK LTD.,n/a,n/a,n/a,n/a,n/a,"$6,728,084",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,IMB LTD.,n/a,n/a,n/a,n/a,n/a,"$6,467,661",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,RACQ BANK,n/a,n/a,n/a,n/a,n/a,"$1,473,912",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Internally Managed,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$1,271,631,257",1.99%,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,"STATE STREET GLOBAL ADVISORS, AUSTRALIA, LIMITED",n/a,n/a,n/a,n/a,n/a,"$1,079,802,533",1.69%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,MORGAN STANLEY INVESTMENT MANAGEMENT (AUSTRALIA) PTY LIMITED,n/a,n/a,n/a,n/a,n/a,"$818,799,605",1.28%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,MACQUARIE ASSET MANAGEMENT,n/a,n/a,n/a,n/a,n/a,"$795,781,414",1.25%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,CHALLENGER INVESTMENT SOLUTIONS MANAGEMENT LTD,n/a,n/a,n/a,n/a,n/a,"$403,811,704",0.63%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,QIC LIMITED,n/a,n/a,n/a,n/a,n/a,"$309,131,959",0.48%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,COLCHESTER GLOBAL INVESTORS LTD,n/a,n/a,n/a,n/a,n/a,"$148,821,875",0.23%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,AFFIRMATIVE MANAGEMENT (AUSTRALIA) LTD,n/a,n/a,n/a,n/a,n/a,"$47,912,040",0.07%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,BARINGS LLC,n/a,n/a,n/a,n/a,n/a,"$42,779,360",0.07%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,WELLINGTON INTERNATIONAL MANAGEMENT COMPANY PTY LTD,n/a,n/a,n/a,n/a,n/a,"$40,857,584",0.06%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,BAIN CAPITAL,n/a,n/a,n/a,n/a,n/a,"$35,308,892",0.06%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,PAG HOLDINGS LIMITED,n/a,n/a,n/a,n/a,n/a,"$29,787,731",0.05%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,PAYDEN & RYGEL GLOBAL LTD,n/a,n/a,n/a,n/a,n/a,"$25,264,553",0.04%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,TCW ASSET MANAGEMENT COMPANY,n/a,n/a,n/a,n/a,n/a,"$24,185,802",0.04%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,NEUBERGER BERMAN,n/a,n/a,n/a,n/a,n/a,"$23,941,933",0.04%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,HPS INVESTMENT PARTNERS LLC,n/a,n/a,n/a,n/a,n/a,"$22,682,973",0.04%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,EIG GLOBAL ENERGY PARTNERS,n/a,n/a,n/a,n/a,n/a,"$19,511,563",0.03%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,ROBECO HONG KONG LTD,n/a,n/a,n/a,n/a,n/a,"$19,458,841",0.03%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,HAYFIN CAPITAL MANAGEMENT LLP,n/a,n/a,n/a,n/a,n/a,"$16,079,975",0.03%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,MAPLE-BROWN ABBOTT LIMITED,n/a,n/a,n/a,n/a,n/a,"$14,392,785",0.02%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,VARDE PARTNERS INC,n/a,n/a,n/a,n/a,n/a,"$8,199,980",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,BARRENJOEY PRIVATE CAPITAL MANAGEMENT PTY LIMITED,n/a,n/a,n/a,n/a,n/a,"$5,738,927",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,CASPIAN CAPITAL LP,n/a,n/a,n/a,n/a,n/a,"$2,785,231",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,PARK SQUARE CAPITAL LLP,n/a,n/a,n/a,n/a,n/a,"$936,770",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,WESTBOURNE CAPITAL,n/a,n/a,n/a,n/a,n/a,"$679,015",0.00%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Fixed Income Externally Managed,n/a,n/a,n/a,n/a,n/a,n/a,,,,,"$3,936,653,044",6.16%,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,COMMONWEALTH BANK OF AUSTRALIA,n/a,CBA AU,"12,383,983",n/a,n/a,"$1,897,845,356",2.97%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,BHP GROUP LTD.,n/a,BHP AU,"39,226,369",n/a,n/a,"$1,551,402,908",2.43%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,CSL LTD.,n/a,CSL AU,"3,635,641",n/a,n/a,"$1,023,724,129",1.60%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,NATIONAL AUSTRALIA BANK LTD.,n/a,NAB AU,"23,683,151",n/a,n/a,"$878,644,900",1.37%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,WESTPAC BANKING CORP.,n/a,WBC AU,"26,692,692",n/a,n/a,"$862,707,800",1.35%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,NVIDIA CORP.,n/a,NVDA US,"3,600,801",n/a,n/a,"$780,992,333",1.22%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ANZ GROUP HOLDINGS LTD.,n/a,ANZ AU,"24,179,119",n/a,n/a,"$690,072,075",1.08%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"APPLE, INC.",n/a,AAPL US,"1,589,393",n/a,n/a,"$642,841,816",1.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,MACQUARIE GROUP LTD.,n/a,MQG AU,"2,812,082",n/a,n/a,"$623,298,062",0.98%,,,,,
